Serial,Garden Name,Reg No,Region,District,Subdivision,Company Status,Grant Area (Ha),Tea Area (Ha),Association,Estate Address,Estate Phone,Estate Email,Owner Entity,Directory Owner Address,Directory Owner Phone,Directory Owner Email,CEO Name,CEO Phone,CEO Email,HQ City,Scraped HQ Name,Scraped HQ Address,Scraped HQ PIN Code,Scraped HQ Phone,Scraped HQ Website,Latitude,Longitude,Place ID,Google Maps URL,HQ Match Status
258,"DALGAON TEA ESTATE","2622","Dooars","JALPAIGURI","MADARIHAT","Public Ltd Co",1069.04,656.02,"TRA","P.O. BIRPARA DIST. JALPAIGURI, WEST BENGAL","03563266005","dalgaont1896@yahoo.com","RNT PLANTATIONS LIMITED","M/S RNT PLANTATION LIMITED, 1&2 OLD COURT HOUSE CORNER, KOLKATA 700001","03322308831/32","lukwah@vsnl.net","K.K. KHEMKA","03322308831/32","lukwah@vsnl.net","Kolkata","Amalgamated Plantations Pvt. Ltd.","G8RX+3C2 Amalgamated Plantations Pvt. Ltd., 1, Bishop Lefroy Rd, Near Rabindra Sadan METRO Gate, Sreepally, Bhowanipore, Kolkata, West Bengal 700020","700020","033 6605 3750","https://amalgamatedplantations.co.in/",22.540184,88.348784,"ChIJJWKLuuV3AjoR9M2u3qyv0T0","https://www.google.com/maps/place/?q=place_id:ChIJJWKLuuV3AjoR9M2u3qyv0T0","matched"
259,"DEMDIMA","2430","Dooars","JALPAIGURI","MADARIHAT","Public Ltd Co",1072.71,683.58,"ITA","PO-DEMDIMA, DIST-JALPAIGURI, WB","9333057750","demtg@duncans-tea.com","SANTIPARA TEA CO. LTD.","DUNCAN HOUSE,31,NS ROAD,, KOLKATA-1","033 2219158","","M GURBAXANI","033-2219158","","Kolkata","Sannyasithan Tea Estate","M7XV+VC7 Sannyasithan Tea Estate, Sannyasi Thaner Chhat, West Bengal 734014","734014","","",26.6996596,88.2935519,"ChIJVVVVldFI5DkRss87tW_WfkY","https://www.google.com/maps/place/?q=place_id:ChIJVVVVldFI5DkRss87tW_WfkY","matched"
260,"DUMCHIPARA TEA ESTATE","B-17","Dooars","JALPAIGURI","MADARIHAT","Public Ltd Co",1040.79,695.79,"TRA","P.O. RAMJHORA DIST JALPAIGURI, (WB)","933057979","dumchipara@rediffmail.com","DUNCANS INDUSTRIES LIMITED","31 N.S. ROAD DUNCANS HOUSE, KOLKATA","03332219158","","AK GOEL","03332219158","","Kolkata","Duncans Tea Limited","4th Floor, Duncans Tea Limited, Duncan House, 31, Netaji Subhas Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001","700001","033 2242 1605","https://www.duncanstea.in/",22.5758118,88.3490346,"ChIJhZmnTbt3AjoRLq_WvutvPsY","https://maps.google.com/maps/preview/place/4th+Floor,+Duncans+Tea+Limited,+Duncan+House,+31,+Netaji+Subhas+Rd,+Murgighata,+B.B.D.+Bagh,+Kolkata,+West+Bengal+700001/@22.5758118,88.3490346,3684a,13.1y/data=!4m2!3m1!1s0x3a0277bb4da79985:0xc63e6febbed6af2e","matched"
261,"GARGANDA TAE ESTATE","B-2631","Dooars","JALPAIGURI","MADARIHAT","Public Ltd Co",764.48,528.36,"ITA","P.O. RAMJHORA,DIST- JALPAIGURI","03563209002","","DUNCANS INDUSTRIES LIMITED","31,N.S. ROAD ,KOLKATA-1","00000000","","MR. M.GURBAXANI","00000000","","Kolkata","Duncans Tea Limited","4th Floor, Duncans Tea Limited, Duncan House, 31, Netaji Subhas Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001","700001","033 2242 1605","https://www.duncanstea.in/",22.5758118,88.3490346,"ChIJhZmnTbt3AjoRLq_WvutvPsY","https://maps.google.com/maps/preview/place/4th+Floor,+Duncans+Tea+Limited,+Duncan+House,+31,+Netaji+Subhas+Rd,+Murgighata,+B.B.D.+Bagh,+Kolkata,+West+Bengal+700001/@22.5758118,88.3490346,3684a,13.1y/data=!4m2!3m1!1s0x3a0277bb4da79985:0xc63e6febbed6af2e","matched"
262,"GOPIMOHAN TEA ESTATE","825","Dooars","JALPAIGURI","MADARIHAT","Public Ltd Co",74.04,43.33,"ITPA","P.O-JAIGAON, DIST-JALPAIGURI, W.B","94343-40753","","JAHURI DURGA TEA CO (P) LTD","P.O-JAIGAON, DIST-JALPAIGURI,, W.B","94343-40753","","SOHANLAL MUKHERJEE","94343-40753","","Jalpaiguri","Danguajhar Tea Garden","Danguajhar Tea Garden, Denguajhar, Jalpaiguri, Paharpur, West Bengal 735121","735121","033 2287 3067","http://www.goodricke.com/",26.5586222,88.69990829999999,"ChIJGROyUDJ65DkR1_7abLp7PAA","https://www.google.com/maps/place/?q=place_id:ChIJGROyUDJ65DkR1_7abLp7PAA","matched"
263,"HANTAPARA TEA ESTATE","B-16","Dooars","JALPAIGURI","MADARIHAT","Public Ltd Co",1230.09,655,"TRA","P.O. MADARIATHAT DIST., JALPAIGURI,WEST BENGAL","9333057982","hantatg@rediffmail.com","DUNCANS INDUSTRIES LIMITED","31, NETAJI SUBHAS ROAD, DUNCANS HOUSE KOLKATA-, 700001","03322300962/22302185","","DUNCANS INDUSTRIES LIMITED","03322300962/22302185","","Kolkata","Duncans Tea Limited","4th Floor, Duncans Tea Limited, Duncan House, 31, Netaji Subhas Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001","700001","033 2242 1605","https://www.duncanstea.in/",22.5758118,88.3490346,"ChIJhZmnTbt3AjoRLq_WvutvPsY","https://maps.google.com/maps/preview/place/4th+Floor,+Duncans+Tea+Limited,+Duncan+House,+31,+Netaji+Subhas+Rd,+Murgighata,+B.B.D.+Bagh,+Kolkata,+West+Bengal+700001/@22.5758118,88.3490346,3684a,13.1y/data=!4m2!3m1!1s0x3a0277bb4da79985:0xc63e6febbed6af2e","matched"
264,"MAKRAPARA TEA ESTATE","426","Dooars","JALPAIGURI","MADARIHAT","Proprietorship",601.75,177.03,"ITPA","P.O. BIRPARA,DIST- JALPAIGURI","89266-51032","","ANOOP TEA CO (PVT) LTD","GILLENDER HOUSE 8NS ROAD, 2ND FLOOR B-2/2 KOL 1","9831195497","","AMAR AGARWAL","9831195497","","Kolkata","Anup tea shop","Anup tea shop, James Long Sarani, 18 Bigha, Muradpur, Sarada Pally, Kolkata, West Bengal 700034","700034","","",22.4916914,88.3184624,"ChIJLfroWdd7AjoR0bdRKRkOkvo","https://maps.google.com/maps/preview/place/Anup+tea+shop,+James+Long+Sarani,+18+Bigha,+Muradpur,+Sarada+Pally,+Kolkata,+West+Bengal+700034/@22.4916914,88.3184624,3686a,13.1y/data=!4m2!3m1!1s0x3a027bd759e8fa2d:0xfa920e192951b7d1","matched"
265,"MOHUA","3090","Dooars","JALPAIGURI","MADARIHAT","Public Sector",98.37,65.5,"TRA","PO-DALSINGPARA, DIST-, JALPAIGURI,WB","9734154963","","WEST BENGAL TEA","DEVELOPMENT CORPORATION, LTD., 12 B LS ROAD,KOLKATA-71","033-2282-1284","webtea@vsnl.net","SMT. M.GUHAROY","033-2282-1284","","Kolkata","Bengal Tea & Fabrics Limited","4th floor, Bengal Tea & Fabrics Limited, Century Tower, 45, Shakespeare Sarani, opposite Kala Mandir, Mullick Bazar, Park Street area, Kolkata, West Bengal 700017","700017","033 2283 6416","http://www.bengaltea.com/",22.544356,88.359584,"ChIJfUyjlB53AjoRZjL6zA2fa50","https://www.google.com/maps/place/?q=place_id:ChIJfUyjlB53AjoRZjL6zA2fa50","matched"
266,"MUJNAI TEA ESTATE","425","Dooars","JALPAIGURI","MADARIHAT","Public Ltd Co",600.2,400.2,"ITA","P.O-MADHARIHAT, DIST-JALPAIGURI,, W.B, E-, Mail :kamalsingh241262@rediffmail.com","76025-38502","kamalsingh241262@rediffmail.com","ANJUMAN TEA CO LTD","8, KHAIRU PLACE, 4TH FLOOR, ROOM NO-2, KOL-72","76025-38502","barunsaha_slg@yahoo.com","RUPENDRA SINGH RANAWAT","9434745235","barunsaha_slg@yahoo.com","Kolkata","Anjuman Tea Co Ltd","Anjuman Tea Co Ltd, 8, Khairu Pl, Bow Barracks, Kolkata, West Bengal 700012","700012","","",22.5689688,88.3557111,"ChIJVVU5Jql3AjoRHbbhmYvA4Q8","https://maps.google.com/maps/preview/place/Anjuman+Tea+Co+Ltd,+8,+Khairu+Pl,+Bow+Barracks,+Kolkata,+West+Bengal+700012/@22.5689688,88.3557111,3684a,13.1y/data=!4m2!3m1!1s0x3a0277a926395555:0xfe1c08b99e1b61d","matched"
267,"RAMJHORA TEA ESTATE","59","Dooars","JALPAIGURI","MADARIHAT","Proprietorship",604.46,452.75,"None","P.O. RAMJHORA DIST. JALPAIGURI, (WB)","9153864304","","HIND TEA COMPANY LIMITED","233, 2ND MILE SEVOKE ROAD, SILIGURI","03532544704","sevokemotors@vsnl.net","NARENDRA BERLIA","03532544704","sevokemotors@vsnl.net","Siliguri","Darjeeling Tea Retailer - Hindusthan Tea Co.","T, Darjeeling Tea Retailer - Hindusthan Tea Co., gate 1, 74, Bidhan Market Rd, opposite Hongkong market, Ward 11, Hakim Para, Siliguri, West Bengal 734001","734001","","",26.7171646,88.42573829999999,"ChIJtTqTuYJB5DkRRE_ygD3eImQ","https://www.google.com/maps/place/?q=place_id:ChIJtTqTuYJB5DkRRE_ygD3eImQ","matched"
268,"SATALI TEA ESTATE","P-8","Dooars","JALPAIGURI","MADARIHAT","Public Ltd Co",1096.45,903.57,"TRA","P.O. HASHIMARA DIST. JALPAIGURI, (WB)","03566255003","satali_tg@rediff.com","DEVI BAGARIA","587, NS BOSE ROAD KOLKATA","03322487385","hashimara_tg@yahoo.com","DEVI BAGARIA","03322487385","hashimara_tg@yahoo.com","Kolkata","Bagaria Trading Limited","4th Floor, Bagaria Trading Limited, 16, Netaji Subhas Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001","700001","033 2210 7789","https://nehaknots.com/",22.5773564,88.3490595,"ChIJe6yzIVN2AjoR81qGDvK97SI","https://www.google.com/maps/place/?q=place_id:ChIJe6yzIVN2AjoR81qGDvK97SI","partial"
269,"SINGHANIA TEA ESTATE","17","Dooars","JALPAIGURI","MADARIHAT","Proprietorship",348.03,201.72,"ITPA","P.O. BIRPARA,DIST JALPAIGURI","9733438584","managersinghania@yahoo.com","SINGHANIA TEA COMPANY","PRIVATE LTD, 24.R.N.MUKHERJEE, ROAD,KOLKATA-700001","03322481312","singhaniatea@yahoo.com","SHRI S.K.SUTODIYA","03322481312","singhaniatea@yahoo.com","Kolkata","Singhania Tea Estate","P5H6+567 Singhania Tea Estate, Hoasinbad Tea Garden, West Bengal 735228","735228","","",26.727916099999998,89.1605567,"ChIJh5aI-5u_4zkRwAxwacS6fJM","https://www.google.com/maps/place/?q=place_id:ChIJh5aI-5u_4zkRwAxwacS6fJM","matched"
270,"SUBHASINI TEA ESTATE","150","Dooars","JALPAIGURI","MADARIHAT","Public Ltd Co",526.18,371.84,"ITPA","P.O-HASIMARA, DIST-JALPAIGURI,, W.B","03566-255006","","SUBHOJIT GHOSH","GOVT. PLACE ESAT, KOLKATA-69","033-22487629","btcl@cal2.vsnl.net.in","RABI SANKAR CHATTERJEE","033-22487629","btcl@cal2.vsnl.net.in","Kolkata","Subhajit ghosh","Subhajit ghosh, 228, Acharya Prafulla Chandra Rd, Shyambazar, Shyam Bazar, Fariapukur, Shyam Bazar, Kolkata, West Bengal 700004","700004","","",22.5989607,88.37456159999999,"ChIJhTwmbqR3AjoRxafgMsmuHlo","https://www.google.com/maps/place/?q=place_id:ChIJhTwmbqR3AjoRxafgMsmuHlo","partial"
271,"TOORSA","65","Dooars","JALPAIGURI","MADARIHAT","Public Ltd Co",691,482,"TRA","PO-DALSINGPARA,DIST -JALPAIGURI,, WB","9903031555","Toorsatea@gmail.com","SS GUPTA","TOORSA TEA COMPANY PVT., LTD.,4, INDIA EXCHANGE PLACE,, 2ND FLOOR, KOLKATA-27","9903031555","Toorsatea@gmail.com","VASISHT PACHICIA","9903031555","Toorsatea@gmail.com","Kolkata","Dr. S Gupta","Dr. S Gupta, Shoo8, Maidan, Howrah, West Bengal 711101","711101","084208 90735","",22.5931316,88.33735759999999,"ChIJGUNPH-x3AjoReJ4mhsaCVGI","https://www.google.com/maps/place/?q=place_id:ChIJGUNPH-x3AjoReJ4mhsaCVGI","partial"
272,"TULSIPARA TEA ESTATE","2632","Dooars","JALPAIGURI","MADARIHAT","Public Ltd Co",758.38,477.51,"TRA","P.O. RAMJHORA DIST. JALPAIGURI, (WB)","9333057748","tultg@duncans-tea.com","DUNCANS INDUSTRIES LIMITED","DUNCANS HOUSE 31, N.S. ROAD, KOLKATA-1, tea.com","03322302185","","M.GURBAXANI","03322302185","","Kolkata","Duncans Tea Limited","4th Floor, Duncans Tea Limited, Duncan House, 31, Netaji Subhas Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001","700001","033 2242 1605","https://www.duncanstea.in/",22.5758118,88.3490346,"ChIJhZmnTbt3AjoRLq_WvutvPsY","https://maps.google.com/maps/preview/place/4th+Floor,+Duncans+Tea+Limited,+Duncan+House,+31,+Netaji+Subhas+Rd,+Murgighata,+B.B.D.+Bagh,+Kolkata,+West+Bengal+700001/@22.5758118,88.3490346,3684a,13.1y/data=!4m2!3m1!1s0x3a0277bb4da79985:0xc63e6febbed6af2e","matched"
273,"DALMORE TEA ESTATE","C-67","Dooars","JALPAIGURI","FALAKATA","Proprietorship",1195.11,552.92,"None","P.O. BIRPARA DIST JALPAIGURI, (WEST BENGAL)","9331289112","dalmore@octaviustea.com","H.C. JAIN","M/S OCTAVIUS TEA & INDIA PVT., LTD. 13TH JAWAHARLAL NEHRU, ROAD C/BLOCK 2ND FLOOR, KOLKATA-17","9331289101","susil@octaviustea.com","SUSHIL JAIN","9331289101","susil@octaviustea.com","Kolkata","Jain & Co","2nd floor, Jain & Co, P21/22, Radha Bazar St, near India Exchange Place, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001","700001","033 2242 9190","http://jainandco.net/",22.575558299999997,88.3508277,"ChIJ76zdcqV3AjoRWqJKj9iEgfY","https://www.google.com/maps/place/?q=place_id:ChIJ76zdcqV3AjoRWqJKj9iEgfY","partial"
274,"DALSINGPARA","C-66","Dooars","JALPAIGURI","FALAKATA","Proprietorship",1504.16,809.72,"","PO-DALSINGPARA,DIST-, JALPAIGURI,WB","9733162990","","LAXMIKANT GAUR","MALNADY TE( P) LTD.,GOPAL, BHAWAN,2ND FLOOR,CHURCH, ROAD,SILIGURI BHAWAN,2ND, FLOOR,CHURCH ROAD,","","","LAXMIKANT GAUR","","","Siliguri","Laxmi Kanta Dey","PCPC+465 Laxmi Kanta Dey, Ward 45, Pradhan Nagar, Siliguri, West Bengal 734003","734003","","",26.735319,88.4206122,"ChIJ5-gs0TRB5DkRppnwAdoqB5o","https://www.google.com/maps/place/?q=place_id:ChIJ5-gs0TRB5DkRppnwAdoqB5o","partial"
275,"KADAMBINI TEA ESTATE","149","Dooars","JALPAIGURI","FALAKATA","Public Ltd Co",910.09,399.73,"ITA","P.O-FALAKATA, DIST-JALPAIGURI,, W.B","9734903505","","HIMALAYAN TEA & AGRO PVT LTD NARENDRA BERLIA","240B, AJC BOSE RAOD, 3RD          2, FLOOR, KOLKATA-20, W.B            F, E-                                E, Mail :arbindchoudhury26@gmail.com M","9434048605","arbindchoudhury26@gmail.com","40B, AJC BOSE RAOD, 3RD","","arbindchoudhury26@gmail.com","Kolkata","HIMALAYAN TEA & AGRO PVT. LTD.","HIMALAYAN TEA & AGRO PVT. LTD., Budharugaon, West Bengal 734425","734425","","",26.4768325,88.2381844,"ChIJxeCz5CJU5DkRi4ZFClVx1L8","https://www.google.com/maps/place/?q=place_id:ChIJxeCz5CJU5DkRi4ZFClVx1L8","matched"
276,"SARUGAON TEAESTATE","2318","Dooars","JALPAIGURI","FALAKATA","Public Ltd Co",629.27,227.94,"TAI","PO-BIRPARA,DIST-JALPAIGURI,WB","93563204739","","ETEHLBARI TEA COMPANY 1932","LTD., P-36, INDIA EXCHANGE PLACE, 5TH FLOOR, KOLKATA-700 001","03563 204738","p-hemang@hotmail.com","NIL","","","Kolkata","Ethel Bari Tea Co (1932) Ltd","Ethel Bari Tea Co (1932) Ltd, 24, R N Mukherjee Road, Lal Bazar, Kolkata, West Bengal 700001","700001","033 2248 3110","",22.570074299999998,88.3510063,"ChIJ9Sux1qV3AjoRZ7qLdeGfToA","https://maps.google.com/maps/preview/place/Ethel+Bari+Tea+Co+(1932)+Ltd,+24,+R+N+Mukherjee+Road,+Lal+Bazar,+Kolkata,+West+Bengal+700001/@22.5700743,88.3510063,3684a,13.1y/data=!4m2!3m1!1s0x3a0277a5d6b12bf5:0x804e9fe1758bba67","matched"
277,"TASATI TEA ESTATE","2636","Dooars","JALPAIGURI","FALAKATA","Proprietorship",600.51,450.67,"TRA","P.O. BIRPARA DIST. JALPAIGURI (WB)","9830039341","","A.K. CHAMARIA","M/S TASATI TEA LTD. 7,, SWALLOW LANE KOLKATA-1","033223091749","ashokchamaria@hotmail.com","ASHOK CHAMARIA","033223091749","ashokchamaria@hotmail.com","Kolkata","Chamaria House","Chamaria House, 123, Bangur Ave, Block B, Block D, Lake Town, Kolkata, West Bengal 700055","700055","","",22.6067055,88.41348819999999,"ChIJQfeaaK91AjoRMjFBsnAZDqc","https://www.google.com/maps/place/?q=place_id:ChIJQfeaaK91AjoRMjFBsnAZDqc","partial"
278,"DHOWLAJHORA TEA ESTATE","39","Dooars","JALPAIGURI","KUMARGRAM","Public Ltd Co",608.92,446.73,"ITA","DHOWLAJHORA, KOHINOOR,, JALPAIGURI","03564240042","deepakberlia@yahoo.com","THE BENGAL DFOOARS","NATIONAL TEA CO. LTD., TEMPLE STREET, JALPAIGURI","03561230106","deepakberlia@yahoo.com","DEEPAK BERLIA","9434045112","deepakberlia@yahoo.com","Siliguri","DOOARS TASTE","DOOARS TASTE, College Para, Hakim Para, Siliguri, West Bengal 734001","734001","","",26.7095369,88.4339968,"ChIJGYLDFlJB5DkRVu7-JhVh_1M","https://www.google.com/maps/place/?q=place_id:ChIJGYLDFlJB5DkRVu7-JhVh_1M","partial"
279,"KARTICK","N-14","Dooars","JALPAIGURI","KUMARGRAM","Public Ltd Co",624.95,338.26,"ITA","HATIPOTHA, JALPAIGURI, WB","03564-200072","kartick_tea@rediffmail.com","RYDAK SYNDICATE LIMITED","4,DR.R.P SARANI, KOL-1","033-22304351","jardines@vsnl.com","MR. PREM SINGH (MD)","9831257830","jardines@vsnl.com","Kolkata","Rydak Syndicate Limited","Rydak Syndicate Limited, 4, Dr Rajendra Prasad Sarani, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001","700001","033 2230 4351","http://rydaksyndicate.com/",22.5769815,88.3499389,"ChIJy5KecEZ3AjoRJeoo3dqh87o","https://maps.google.com/maps/preview/place/Rydak+Syndicate+Limited,+4,+Dr+Rajendra+Prasad+Sarani,+Murgighata,+B.B.D.+Bagh,+Kolkata,+West+Bengal+700001/@22.5769815,88.3499389,3684a,13.1y/data=!4m2!3m1!1s0x3a027746709e92cb:0xbaf3a1dadd28ea25","matched"
280,"KOHINOOR TEA ESTATE","38","Dooars","JALPAIGURI","KUMARGRAM","Proprietorship",671.73,467.3,"ITA","P.O.SAONTALPUR,DIST.JALPAIGURI,, WEST BENGAL","03564240062","","KOHINOOR TEA CO. PVT. LTD.","M/S KOHINOOR TEA CO. PVT., LTD. BORDHAMAN ROAD,SILIGURI LTD. B","03536452463","","MR. S.AGARWAL","03536452463","","Siliguri","Good Point Tea Pvt. Ltd.","Good Point Tea Pvt. Ltd., 6th Floor, Space Town, 2.5 Mile Sevoke Road, Post, near Check, Siliguri, West Bengal 734001","734001","","http://goodpointtea.com/",26.7475557,88.4383739,"ChIJr_F1HBBB5DkRVUW6YOqRbQo","https://www.google.com/maps/place/?q=place_id:ChIJr_F1HBBB5DkRVUW6YOqRbQo","matched"
281,"KUMARGRAM TEA GARDEN","B-22","Dooars","JALPAIGURI","KUMARGRAM","Public Ltd Co",871.62,659.01,"ITA","POST NEWLANDS, JALPAIGURI-DIST","03564252221","kum@goodricke.com","GOODRICKE GROUP LIMITED","14, GURUSADEY ROAD, CANEFIA, HOUSE, KOLKATA-19, E-, Mail :subrotobanarjee@goodricke.co, m","03322873067","subrotobanarjee@goodricke.co","MR. A.N.SINGH","03322873067","subrotobanarjee@goodricke.co","Kolkata","Goodricke Group Limited","Goodricke Group Limited, 14, Gurusaday Dutta Rd, Beck Bagan, Ballygunge, Kolkata, West Bengal 700019","700019","033 2287 3067","https://www.goodricketea.com/",22.5353048,88.36169489999999,"ChIJ7V-kwCB3AjoRm_bV8GLZkww","https://maps.google.com/maps/preview/place/Goodricke+Group+Limited,+14,+Gurusaday+Dutta+Rd,+Beck+Bagan,+Ballygunge,+Kolkata,+West+Bengal+700019/@22.5353048,88.3616949,3685a,13.1y/data=!4m2!3m1!1s0x3a027720c0a45fed:0xc93d962f0d5f69b","matched"
282,"NEWLANDS TEA ESTATE","2577","Dooars","JALPAIGURI","KUMARGRAM","Public Ltd Co",849.03,605.16,"ITA","P.O. NEWLANDS ,DIST: JALPAIGURI","03564200229","philips_newlands@yahoo.co.in","ENGO TRADING & TEA CO.(P)","LTD., 135,BRB BASU ROAD ,KOLKATA-1 Tel :0, E-, Mail :engoteaco1895@rediffmail.com","0","engoteaco1895@rediffmail.com","MR. B.K.BHUWALKA","","engoteaco1895@rediffmail.com","Kolkata","Engo Tea Co. Ltd.","FLOOR, FLAT NO.5A, Engo Tea Co. Ltd., 12, 5TH, Pretoria St, Kolkata, West Bengal 700071","700071","033 3029 5000","",22.544324,88.351635,"ChIJY_C_FRd3AjoRQ06FHCmola0","https://www.google.com/maps/place/?q=place_id:ChIJY_C_FRd3AjoRQ06FHCmola0","matched"
283,"PHASKOWA TEA ESTATE","2525","Dooars","JALPAIGURI","KUMARGRAM","Public Ltd Co",261.06,140.35,"ITA","P.O.HATIPOTHA,DIST:, JALPAIGURI,PIN 736201,WEST, BENGAL","9434704350","phaskowa2010@gmail.com","PHASKOWA TEA PLANTATIONS","LTD., 1/1A,VANSITTART ROW,KOLKATA- 1, 1","03322485837","phaskowa2010@gmail.com","MANOJ CHAMARIA","9830088117","phaskowa2010@gmail.com","Kolkata","Phaskowa Tea Resort","Phaskowa Tea Resort, Phaskowa Tea Garden, Hatipota, Alipurduar, P.S - Samuktala, Block, Kumargram, West Bengal 736201","736201","078120 56406","",26.6894435,89.6709872,"ChIJmVMoo21D4jkRpORTEbpFC0k","https://maps.google.com/maps/preview/place/Phaskowa+Tea+Resort,+Phaskowa+Tea+Garden,+Hatipota,+Alipurduar,+P.S+-+Samuktala,+Block,+Kumargram,+West+Bengal+736201/@26.6894435,89.6709872,3565a,13.1y/data=!4m2!3m1!1s0x39e2436da3285399:0x490b45ba1153e4a4","matched"
284,"RADHARANI TEA ESTATE","48","Dooars","JALPAIGURI","KUMARGRAM","Public Ltd Co",383.88,149.25,"ITA","KALCHINI, DIST JALPAIGURI","9593959649","anuppratap35@gmail.com","RADHARANI TEA & ESTATES PVT. RADHARANI TEA & ESTATES PVT.","LTD.                           LTD., NO.8, KHAIRU PLACE, 4TH FLOOR, NO.8, KOLKATA-72                     KOLK","03566201150","anuppratap35@gmail.com",", KHAIRU PLACE, 4TH FLOOR,","","anuppratap35@gmail.com","Kolkata","Radharani Tea & Estates Pvt Ltd","Radharani Tea & Estates Pvt Ltd, 16, Bentinck St, Radha Bazar, Barabazar Market, Kolkata, West Bengal 700001","700001","","",22.573219899999998,88.3534165,"ChIJfQNVfq93AjoRkBapmd22rCE","https://maps.google.com/maps/preview/place/Radharani+Tea+%26+Estates+Pvt+Ltd,+16,+Bentinck+St,+Radha+Bazar,+Barabazar+Market,+Kolkata,+West+Bengal+700001/@22.5732199,88.3534165,3684a,13.1y/data=!4m2!3m1!1s0x3a0277af7e55037d:0x21acb6dd99a91690","matched"
285,"RAHIMABAD TEA ESTATE","29","Dooars","JALPAIGURI","KUMARGRAM","Proprietorship",712.75,287.12,"TRA","P.O: HATHIPOTA DIST: JALPAIGURI","09609787954","rahimatea@gmail.com","MR. SHEKHAR ROYCHOUDHURY MR. S.R CHOUDHURY","RAHIMA LANDS AND TEA CO. PVT. RAHIM, LTD 2, CHURCH ROAD KOLKATA- LTD 2,, 01                            01","03322101902","roy@iicglobal.com","A LANDS AND TEA CO. PVT.","","roy@iicglobal.com","Kolkata","Roychowdhury Dr Sujoy","Roychowdhury Dr Sujoy, 106/1b, monohar pokor road, Kolkata, West Bengal 700029","700029","033 2454 4219","",22.5552714,88.3500652,"ChIJ33o0YBF3AjoRV5y62kEbBBA","https://www.google.com/maps/place/?q=place_id:ChIJ33o0YBF3AjoRV5y62kEbBBA","partial"
286,"RAIMATANG TEA ESTATE","2533","Dooars","JALPAIGURI","KUMARGRAM","Proprietorship",663.07,535.27,"ITA","P.O. KALCHINI,JALAIGURI","03566201065","","ROSHANLAL AGARWAL","OM, PLACE,ASHRAMPARA,SILIGURI, E-, Mail :buxadooars.teaestate@gmail.c, om","9434086855","","MR. N.K.BASU","03532640235","","Siliguri","Roshan Lal & Company","Roshan Lal & Company, Nehru Rd, Ward 8, Khalpara, Siliguri, West Bengal 734001","734001","","",26.7084859,88.4238371,"ChIJF0AIFaRB5DkRISUL5FvEEic","https://www.google.com/maps/place/?q=place_id:ChIJF0AIFaRB5DkRISUL5FvEEic","partial"
287,"RYDAK TEA ESTATE","N-13","Dooars","JALPAIGURI","KUMARGRAM","Public Ltd Co",1414.89,735.81,"TRA","P.O: RAIDAK DIST: JALPAIGURI","9734123657","rydak_raaj@rediffmail.com","RYDAK SYNDICATE LIMITED","4,DR. RAJENDRA PRATAP SARANI, KOLKATA700001","033 22304351","jardines@vsnl.com","MR PREM SINGH","03322304362","jardines@vsnl.com","Kolkata","Rydak Syndicate Limited","Rydak Syndicate Limited, 4, Dr Rajendra Prasad Sarani, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001","700001","033 2230 4351","http://rydaksyndicate.com/",22.5769815,88.3499389,"ChIJy5KecEZ3AjoRJeoo3dqh87o","https://maps.google.com/maps/preview/place/Rydak+Syndicate+Limited,+4,+Dr+Rajendra+Prasad+Sarani,+Murgighata,+B.B.D.+Bagh,+Kolkata,+West+Bengal+700001/@22.5769815,88.3499389,3684a,13.1y/data=!4m2!3m1!1s0x3a027746709e92cb:0xbaf3a1dadd28ea25","matched"
288,"SANKOS","B 23","Dooars","JALPAIGURI","KUMARGRAM","Public Sector",933.25,665.2,"TRA","P.O, NEWLANDS, DIST-JALPAIGURI,, W.B","03564-252229","san@goodricke.com","GOODRICKE GROUP LIMITED","CAMELLIA HOUSE,, 14,GURUSADAY ROAD, KOL19","033-22873067","san@goodricke.com","MR.ARUN SINGH (MD)","033-22873067","san@goodricke.com","Kolkata","Goodricke Group Limited","Goodricke Group Limited, 14, Gurusaday Dutta Rd, Beck Bagan, Ballygunge, Kolkata, West Bengal 700019","700019","033 2287 3067","https://www.goodricketea.com/",22.5353048,88.36169489999999,"ChIJ7V-kwCB3AjoRm_bV8GLZkww","https://maps.google.com/maps/preview/place/Goodricke+Group+Limited,+14,+Gurusaday+Dutta+Rd,+Beck+Bagan,+Ballygunge,+Kolkata,+West+Bengal+700019/@22.5353048,88.3616949,3685a,13.1y/data=!4m2!3m1!1s0x3a027720c0a45fed:0xc93d962f0d5f69b","matched"
