sl,name,type,region,district,company,decision_maker,hq_city,hq_address,phone,email,scale,reg_no
252,RAMABOTY TEA ESTATE,Organized Estate,Terai,Uttar Dinajpur,A.C PAUL AGRICULTURAL CO. PVT. LTD,SUNIL KRISHNA PAUL,Siliguri,"A. C. Paul & Sons, Mangturam Rd, Ward 8, Khalpara, Siliguri, West Bengal 734005",269251,slg@yahoo.co.in,233.1 Ha,2722
253,RIDHI SIDHI TEA ESTATE,Organized Estate,Terai,Uttar Dinajpur,KAMAL MITRUKA,KAMAL MITRUKA,Siliguri,"Kamala Trading, Sevoke Rd, opposite Hotel Sabera, Ward 10, Sevoke more, Siliguri, West Bengal 734001",9933158269,lionkamalmitruka@yahoo.com,60.7 Ha,4180
254,T.N.CHOWDHURY TEA ESTATE,Organized Estate,Terai,Uttar Dinajpur,T.N.CHOWDHURY TEA ESTATE PVT. LTD.,MR. DIPANKAR CHOWDHURY,Islampur,"T N Chowdhury Tea Estate Factory, Benikandar, West Bengal 733202",03526255034,tnchowdhury34@gmail.com,161.8 Ha,3153
255,BIRPARA TE,Organized Estate,Dooars,Jalpaiguri,DUNCANS INDUSTRIES LIMITED,M. GURBAXANI,Kolkata,"4th Floor, Duncans Tea Limited, Duncan House, 31, Netaji Subhas Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001",033 2242 1605,birtg@rediffmail.com,"1,004.4 Ha",B 15
256,BUNDAPANI TEA GARDEN,Organized Estate,Dooars,Jalpaiguri,ALIPURDUAR ENTERPRISES LTD,RAKESH SRIVASTAVA,Siliguri,"Choudhury Enterprise (AD), Hill Cart Rd, Ward 11, Hakim Para, Siliguri, West Bengal 734001",9333449097,bundapani@rediffmail.com,529.6 Ha,2381
257,DAHUK VALLEY TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,USHA TEA CO PVT LTD,SUNIL KUMAR KUNDU,Siliguri,"HC4J+QFJ Usha Tea Co Pvt Ltd, Sannyasikata, West Bengal 735134",94340-21763,sanjaykundu1970@yahoo.com,174.8 Ha,4169
258,DALGAON TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,RNT PLANTATIONS LIMITED,K.K. KHEMKA,Kolkata,"G8RX+3C2 Amalgamated Plantations Pvt. Ltd., 1, Bishop Lefroy Rd, Near Rabindra Sadan METRO Gate, Sreepally, Bhowanipore, Kolkata, West Bengal 700020",033 6605 3750,dalgaont1896@yahoo.com,656.0 Ha,2622
259,DEMDIMA,Organized Estate,Dooars,Jalpaiguri,SANTIPARA TEA CO. LTD.,M GURBAXANI,Kolkata,"M7XV+VC7 Sannyasithan Tea Estate, Sannyasi Thaner Chhat, West Bengal 734014",9333057750,demtg@duncans-tea.com,683.6 Ha,2430
260,DUMCHIPARA TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,DUNCANS INDUSTRIES LIMITED,AK GOEL,Kolkata,"4th Floor, Duncans Tea Limited, Duncan House, 31, Netaji Subhas Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001",033 2242 1605,dumchipara@rediffmail.com,695.8 Ha,B-17
261,GARGANDA TAE ESTATE,Organized Estate,Dooars,Jalpaiguri,DUNCANS INDUSTRIES LIMITED,MR. M.GURBAXANI,Kolkata,"4th Floor, Duncans Tea Limited, Duncan House, 31, Netaji Subhas Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001",033 2242 1605,-,528.4 Ha,B-2631
262,GOPIMOHAN TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,JAHURI DURGA TEA CO (P) LTD,SOHANLAL MUKHERJEE,Jalpaiguri,"Danguajhar Tea Garden, Denguajhar, Jalpaiguri, Paharpur, West Bengal 735121",033 2287 3067,-,43.3 Ha,825
263,HANTAPARA TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,DUNCANS INDUSTRIES LIMITED,DUNCANS INDUSTRIES LIMITED,Kolkata,"4th Floor, Duncans Tea Limited, Duncan House, 31, Netaji Subhas Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001",033 2242 1605,hantatg@rediffmail.com,655.0 Ha,B-16
264,MAKRAPARA TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,ANOOP TEA CO (PVT) LTD,AMAR AGARWAL,Kolkata,"Anup tea shop, James Long Sarani, 18 Bigha, Muradpur, Sarada Pally, Kolkata, West Bengal 700034",89266-51032,-,177.0 Ha,426
265,MOHUA,Organized Estate,Dooars,Jalpaiguri,WEST BENGAL TEA,SMT. M.GUHAROY,Kolkata,"4th floor, Bengal Tea & Fabrics Limited, Century Tower, 45, Shakespeare Sarani, opposite Kala Mandir, Mullick Bazar, Park Street area, Kolkata, West Bengal 700017",033 2283 6416,-,65.5 Ha,3090
266,MUJNAI TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,ANJUMAN TEA CO LTD,RUPENDRA SINGH RANAWAT,Kolkata,"Anjuman Tea Co Ltd, 8, Khairu Pl, Bow Barracks, Kolkata, West Bengal 700012",76025-38502,kamalsingh241262@rediffmail.com,400.2 Ha,425
267,RAMJHORA TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,HIND TEA COMPANY LIMITED,NARENDRA BERLIA,Siliguri,"T, Darjeeling Tea Retailer - Hindusthan Tea Co., gate 1, 74, Bidhan Market Rd, opposite Hongkong market, Ward 11, Hakim Para, Siliguri, West Bengal 734001",9153864304,sevokemotors@vsnl.net,452.8 Ha,59
268,SATALI TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,DEVI BAGARIA,DEVI BAGARIA,Kolkata,"4th Floor, Bagaria Trading Limited, 16, Netaji Subhas Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001",033 2210 7789,satali_tg@rediff.com,903.6 Ha,P-8
269,SINGHANIA TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,SINGHANIA TEA COMPANY,SHRI S.K.SUTODIYA,Kolkata,"P5H6+567 Singhania Tea Estate, Hoasinbad Tea Garden, West Bengal 735228",9733438584,managersinghania@yahoo.com,201.7 Ha,17
270,SUBHASINI TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,SUBHOJIT GHOSH,RABI SANKAR CHATTERJEE,Kolkata,"Subhajit ghosh, 228, Acharya Prafulla Chandra Rd, Shyambazar, Shyam Bazar, Fariapukur, Shyam Bazar, Kolkata, West Bengal 700004",03566-255006,btcl@cal2.vsnl.net.in,371.8 Ha,150
271,TOORSA,Organized Estate,Dooars,Jalpaiguri,SS GUPTA,VASISHT PACHICIA,Kolkata,"Dr. S Gupta, Shoo8, Maidan, Howrah, West Bengal 711101",084208 90735,Toorsatea@gmail.com,482.0 Ha,65
272,TULSIPARA TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,DUNCANS INDUSTRIES LIMITED,M.GURBAXANI,Kolkata,"4th Floor, Duncans Tea Limited, Duncan House, 31, Netaji Subhas Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001",033 2242 1605,tultg@duncans-tea.com,477.5 Ha,2632
273,DALMORE TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,H.C. JAIN,SUSHIL JAIN,Kolkata,"2nd floor, Jain & Co, P21/22, Radha Bazar St, near India Exchange Place, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001",033 2242 9190,dalmore@octaviustea.com,552.9 Ha,C-67
274,DALSINGPARA,Organized Estate,Dooars,Jalpaiguri,LAXMIKANT GAUR,LAXMIKANT GAUR,Siliguri,"PCPC+465 Laxmi Kanta Dey, Ward 45, Pradhan Nagar, Siliguri, West Bengal 734003",9733162990,-,809.7 Ha,C-66
275,KADAMBINI TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,HIMALAYAN TEA & AGRO PVT LTD NARENDRA BERLIA,"40B, AJC BOSE RAOD, 3RD",Kolkata,"HIMALAYAN TEA & AGRO PVT. LTD., Budharugaon, West Bengal 734425",9734903505,arbindchoudhury26@gmail.com,399.7 Ha,149
276,SARUGAON TEAESTATE,Organized Estate,Dooars,Jalpaiguri,ETEHLBARI TEA COMPANY 1932,NIL,Kolkata,"Ethel Bari Tea Co (1932) Ltd, 24, R N Mukherjee Road, Lal Bazar, Kolkata, West Bengal 700001",033 2248 3110,-,227.9 Ha,2318
277,TASATI TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,A.K. CHAMARIA,ASHOK CHAMARIA,Kolkata,"Chamaria House, 123, Bangur Ave, Block B, Block D, Lake Town, Kolkata, West Bengal 700055",9830039341,ashokchamaria@hotmail.com,450.7 Ha,2636
278,DHOWLAJHORA TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,THE BENGAL DFOOARS,DEEPAK BERLIA,Siliguri,"DOOARS TASTE, College Para, Hakim Para, Siliguri, West Bengal 734001",03564240042,deepakberlia@yahoo.com,446.7 Ha,39
279,KARTICK,Organized Estate,Dooars,Jalpaiguri,RYDAK SYNDICATE LIMITED,MR. PREM SINGH (MD),Kolkata,"Rydak Syndicate Limited, 4, Dr Rajendra Prasad Sarani, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001",033 2230 4351,kartick_tea@rediffmail.com,338.3 Ha,N-14
280,KOHINOOR TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,KOHINOOR TEA CO. PVT. LTD.,MR. S.AGARWAL,Siliguri,"Good Point Tea Pvt. Ltd., 6th Floor, Space Town, 2.5 Mile Sevoke Road, Post, near Check, Siliguri, West Bengal 734001",03564240062,-,467.3 Ha,38
281,KUMARGRAM TEA GARDEN,Organized Estate,Dooars,Jalpaiguri,GOODRICKE GROUP LIMITED,MR. A.N.SINGH,Kolkata,"Goodricke Group Limited, 14, Gurusaday Dutta Rd, Beck Bagan, Ballygunge, Kolkata, West Bengal 700019",033 2287 3067,kum@goodricke.com,659.0 Ha,B-22
282,NEWLANDS TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,ENGO TRADING & TEA CO.(P),MR. B.K.BHUWALKA,Kolkata,"FLOOR, FLAT NO.5A, Engo Tea Co. Ltd., 12, 5TH, Pretoria St, Kolkata, West Bengal 700071",033 3029 5000,philips_newlands@yahoo.co.in,605.2 Ha,2577
283,PHASKOWA TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,PHASKOWA TEA PLANTATIONS,MANOJ CHAMARIA,Kolkata,"Phaskowa Tea Resort, Phaskowa Tea Garden, Hatipota, Alipurduar, P.S - Samuktala, Block, Kumargram, West Bengal 736201",078120 56406,phaskowa2010@gmail.com,140.3 Ha,2525
284,RADHARANI TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,RADHARANI TEA & ESTATES PVT. RADHARANI TEA & ESTATES PVT.,", KHAIRU PLACE, 4TH FLOOR,",Kolkata,"Radharani Tea & Estates Pvt Ltd, 16, Bentinck St, Radha Bazar, Barabazar Market, Kolkata, West Bengal 700001",9593959649,anuppratap35@gmail.com,149.2 Ha,48
285,RAHIMABAD TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,MR. SHEKHAR ROYCHOUDHURY MR. S.R CHOUDHURY,A LANDS AND TEA CO. PVT.,Kolkata,"Roychowdhury Dr Sujoy, 106/1b, monohar pokor road, Kolkata, West Bengal 700029",033 2454 4219,rahimatea@gmail.com,287.1 Ha,29
286,RAIMATANG TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,ROSHANLAL AGARWAL,MR. N.K.BASU,Siliguri,"Roshan Lal & Company, Nehru Rd, Ward 8, Khalpara, Siliguri, West Bengal 734001",03566201065,-,535.3 Ha,2533
287,RYDAK TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,RYDAK SYNDICATE LIMITED,MR PREM SINGH,Kolkata,"Rydak Syndicate Limited, 4, Dr Rajendra Prasad Sarani, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001",033 2230 4351,rydak_raaj@rediffmail.com,735.8 Ha,N-13
288,SANKOS,Organized Estate,Dooars,Jalpaiguri,GOODRICKE GROUP LIMITED,MR.ARUN SINGH (MD),Kolkata,"Goodricke Group Limited, 14, Gurusaday Dutta Rd, Beck Bagan, Ballygunge, Kolkata, West Bengal 700019",033 2287 3067,san@goodricke.com,665.2 Ha,B 23
289,TURTURI TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,ALIPURDUAR TEA COMPANY LTD,MR SHEKHAR ROY CHOWDHARY,Kolkata,"HG37+R94 Tea Garden Alipurduar, Bariguri, West Bengal 736123",9609992682,turturitea@gmail.com,294.5 Ha,166
290,ETHELBARI,Organized Estate,Dooars,Jalpaiguri,THE ETHELBARI TEA CO (1932),MAHENDRA KR. PATEL,Kolkata,"Ethel Bari Tea Co (1932) Ltd, 24, R N Mukherjee Road, Lal Bazar, Kolkata, West Bengal 700001",033 2248 3110,ethelbari1932@yahoo.com,270.5 Ha,2318
291,GAIRKHATA TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,GILLANDERS ARBUTHNOT & CO.,GILLANDERS ARBUTHNOT & CO.,Kolkata,"Gillanders Arbuthnot & Co. Ltd., C-4, Netaji Subhas Rd, Kolkata, West Bengal 700001",033 2230 2331,gairkhatateaestate@gmail.com,710.6 Ha,860
292,GANDRAPARA TEA GARDEN,Organized Estate,Dooars,Jalpaiguri,GOODRICKE GROUP LIMITED,MR. A.N.SINGH,Kolkata,"Goodricke Group Limited, 14, Gurusaday Dutta Rd, Beck Bagan, Ballygunge, Kolkata, West Bengal 700019",033 2287 3067,subrotobanerjee@goodricke.co,832.0 Ha,B-13
293,HULDIBARI TEA GARDEN,Organized Estate,Dooars,Jalpaiguri,HULDIBARI INDUSTRIES &,HULDIBARI INDUSTRIES &,Kolkata,"Huldibari Industries & Plantation Co Ltd, McLeod House, 3, Netaji Subhas Rd, Fairley Place, B.B.D. Bagh, Kolkata, West Bengal 700001",033 2248 9168,htg.fact.@gmail.com,851.2 Ha,P-9
294,JAYBIRPARA TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,MCLEOD RUSSEL INDIA LIMITED SHRI S. CHAKRABORTY,"E LANE,SURENDRA",Kolkata,"Mcleod Russel India limited, Surendra Mohan Ghosh Sarani, 4, Mangoe Ln, Kolkata, West Bengal 700001",099030 96991,jaibirpara@wmg.co.in,220.7 Ha,2462
295,KALABARI TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,S.K. BACHAWAT,S.K. BACHAWAT,Kolkata,"S.K.Bhalotia & Co., Unit-1A, 1st Floor, Imax Lohia Square 23, Gangadhar Babu Lane, Bepin Behari Ganguly St, opposite SBI, near Firangi Kali Mandir, Branch, Kolkata, West Bengal 700012",033 4073 0113,-,310.4 Ha,436
296,LAKHIKANTA TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,RUNGAMATI TEA INDUSTRIES LTD,HARSHA VARSHAN KEYRIWAL,Kolkata,"Rungamattee Tea & Ind Ltd, 90/31, Diamond Harbour Rd, Block 6, Sahapur, New Alipore, Kolkata, West Bengal 700038",099033 64444,-,64.5 Ha,127/87
297,NANGDALA,Organized Estate,Dooars,Jalpaiguri,MKTEAPVT.LTD,RAJ BERRY,Kolkata,"Mahe Technologies Pvt Ltd - BPO Company | B2B & B2C Telemarketing Agency, 56, Ballygunge Gardens, Gariahat, Kolkata, West Bengal 700019",090513 91761,mgr-nangdala@rediffmail.com,485.0 Ha,2547
298,PALASHBARI,Organized Estate,Dooars,Jalpaiguri,PALASHBARI TEA CO LTD,PALASHBARI TEA CO LTD,Kolkata,"Palashbari Tea Company Limited, 14B, Camac St, Park Circus, Ballygunge, Kolkata, West Bengal 700017",03563-252019,palashbari@bsnl.in,357.7 Ha,13
299,RAHIMPUR TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,RAHIMPUR TEA CO LTD,MADAN MOHAN SHARMA,Kolkata,"Rm No. 5, 1st Floor, Rahimpur Tea Company, Karnani Estate, 209, AJC Bose Rd, Park Circus, Elgin, Kolkata, West Bengal 700017",03563-264553,slg_bansalte@sancharnet.com,125.6 Ha,46
300,TELEPARA TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,EXIMPO TEA LIMITED,MR.P.K.AGARWAL,Kolkata,"Eximpo Tea Limited, 3b, Lal Bazar St, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001",033 2248 4645,teleparateaestate@yahoo.com,714.5 Ha,2655
301,TOTAPARA TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,NUDDEA PLANTATIONS LTD.,NUDDEA PLANTATIONS LTD.,Kolkata,"7E, Manjushree Plantations Limited, Neelambar Building, 28B, Shakespeare Sarani, Elgin, Kolkata, West Bengal 700017",033 2283 5660,-,378.1 Ha,2592
302,GIELLE TEA ESTATE,Organized Estate,Darjeeling Hills,Darjeeling,TEESTA VALLEY TEA CO LTD,TEESTA VALLEY TEA CO LTD,Kolkata,"Teesta Valley Tea Co. Ltd., 5 & 7, Netaji Subhas Road, Kolkata, West Bengal 700001",033 2248 8704,gielle@teestavalley.com,250.5 Ha,P-4
303,KUMAI TEA ESTATE,Organized Estate,Darjeeling Hills,Darjeeling,SNOWVIEW TEA COMPANY PVT LTD,MR. N SENGUPTA,Kolkata,"Star Tea Company Private Limited, 8/1, Lal Bazar St, Lal Bazar, Kolkata, West Bengal 700001",033 2230 0559,tpikum@gmail.com,313.6 Ha,2315
304,KUMLAI,Organized Estate,Darjeeling Hills,Darjeeling,THE KUMLAI TEA & IND. LTD.,MR. J.C.GHOSH,Kolkata,"Kumlai Tea & Industries Ltd, 1, Ganesh Chandra Ave, Mission Row Extension, Esplanade, Chowringhee North, Bow Barracks, Kolkata, West Bengal 700013",03562-221388,mgrkumlaitea@bsnl.in,403.1 Ha,A-3
305,LOPCHU TEA ESTATE,Organized Estate,Darjeeling Hills,Darjeeling,C.K.KANORIA ESQR &,C.K.KANORIA ESQR &,Kolkata,"S.Kakrania & Co., 10, Old Post Office St, B.B.D. Bagh, Kolkata, West Bengal 700001",033 2248 0725,lopchu@gmail.com,95.8 Ha,1
306,NAMRING,Organized Estate,Darjeeling Hills,Darjeeling,MONOJ PODDAR,O.P.JAIN,Kolkata,"Poddar Groups || Real Estate Promoter in Bansdroni, South Kolkata, P-109, Bansdroni Park, Ward Number 113, Kolkata, West Bengal 700070",070038 84269,hmpteaestate@gmail.com,448.3 Ha,2576
307,PESHOK TEA ESTATE,Organized Estate,Darjeeling Hills,Darjeeling,SHRI DEBABRATA MITRA,SHRI D.MITRA,Kolkata,"Dr. DEBABRATA MITRA, North City Hospital, C/O, Bagmari Rd, Kankurgachi, Kolkata, West Bengal 700054",9609701516,subnkr@gmail.com,314.7 Ha,2399
308,SAMABEONG TEA ESTATE,Organized Estate,Darjeeling Hills,Darjeeling,DARJEELING TRADING LTD.,MR. K.C.AGARWAL,Kolkata,"Darjeeling Tea Traders, 734003, Hill Cart Rd, beside biswadeep cinema hall, Ward 2, Pradhan Nagar, Siliguri, West Bengal 734003",096092 51901,tpisam@gmail.com,132.4 Ha,444
309,TUKDAH TEA ESTATE,Organized Estate,Darjeeling Hills,Darjeeling,B.D. TEA ESTATES PVT. LTD.,B.K. TIBREWAL,Kolkata,"Halmira Estate Tea Private Limited, 23, Pankaj Mullick Sarani, near st.lawrence school, Garcha, Ballygunge, Kolkata, West Bengal 700019",033 3502 5701,bdttukdahte@yahoo.com,261.7 Ha,F-8/4
310,KUCHLIBARI TEA ESTATE,Organized Estate,Cooch Behar,Cooch Behar,GOEL PLANTATIONS PVT. LTD,PRADEEP GOEL,Jalpaiguri,"RMH6+3X4 Damdim Tea Estate Factory, Amalgamated Plantations Pvt Ltd, Damdim Tea Garden, West Bengal 735209",03562242264,goelplantationspvtltd@gmail.co,160.0 Ha,3475
311,MAINAK HILLS TEA ESTATE,Organized Estate,Cooch Behar,Cooch Behar,T & I GLOBAL LTD,SAJJAN BAGARIA,Kolkata,"4-A, T & I Global Limited, Jassal House, No. 11, Auckland Pl, Kolkata, West Bengal 700017",033 2283 3613,mainak@tiglobal.com,274.0 Ha,3498
312,MOUPRIYA PLANTATION PVT LTD,Organized Estate,Cooch Behar,Cooch Behar,ASHIT KR.SARKAR,ASHIT KR. SARKAR,Siliguri,"ASHIT SARKAR, Santinagar Market, Siliguri Rd, Panjipara, West Bengal 733208",9775471460,-,16.5 Ha,3731
313,TINBIGHA TEA ESTATE,Organized Estate,Cooch Behar,Cooch Behar,0,0,Kolkata,-,9933038917,newtea@yahoo.com,159.4 Ha,3550
314,MAHALDERAM,Organized Estate,Darjeeling Hills / Terai,Darjeeling,JUTE & STORES LTD.,NIL,Kolkata,"Jute & Stores Ltd, 28/1, Shakespeare Sarani, Elgin, Kolkata, West Bengal 700017",9733045451,rungamattee.jung@gmail.com,67.9 Ha,173
315,MAJHERDABRI,Organized Estate,Dooars,Jalpaiguri,BINOD KR. AGARWAL,GIRIRAJ AGARWAL,Kolkata,"JF7G+HWW Binod kumar Agarwal, Action Area IIB, Reckjoani, West Bengal 700161",9002844384,majherdabri@rediffmail.com,382.3 Ha,175
316,MATHURA TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,MCLEOD RUSSEL INDIA LIMITED,NIL,Kolkata,"Mcleod Russel India limited, Surendra Mohan Ghosh Sarani, 4, Mangoe Ln, Kolkata, West Bengal 700001",099030 96991,mathura@wmg.com,701.2 Ha,9
317,NIMTIJHORA TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,KHAYERBARI TEA CO. LTD.,SHRI SHYAM SUNDAR GOYAL,Other / Unspecified,"K B Tea Product Pvt Limited, Chowdhury niwas, Milanpally, Saktigarh, Siliguri, West Bengal 734005",098320 20781,nimtijhoratea@gmail.com,396.1 Ha,730
318,PATKAPRA TEA ESTATE,Organized Estate,Dooars,Jalpaiguri,DOOARS PLANTATION &,DOOARS PLANTATION &,Kolkata,"4th Floor, Darjeeling Dooars Plantations Tea Limited, Nicco House, 2, Hare St, Above Canara Bank, B.B.D. Bagh, Kolkata, West Bengal 700001",033 2248 7908,patkaparatea@yahoo.com,470.6 Ha,976
319,MATIKUNDA TEA ESTATE,Organized Estate,Terai,Uttar Dinajpur,BIJLIMONI TEA & FINANCE LTD.,BIJLIMONI TEA & FINANCE LTD.,Kolkata,"H735+JF3 Bijalimoni Tea Estate, Paschim Madati, West Bengal 734426",9733230964,-,62.1 Ha,4168
320,PRAKASH CHANDRA TEA ESTATE,Organized Estate,Terai,Uttar Dinajpur,0,0,Siliguri,-,9800694839,-,11.6 Ha,4151
321,PROVA TEA ESTATE,Organized Estate,Terai,Uttar Dinajpur,540,0,Siliguri,"Siliguri, West Bengal",9679735361,-,24.8 Ha,3730
322,RIGHTEX TRADING (P) LTD.,Organized Estate,Terai,Uttar Dinajpur,RIGHTEX TRADING (P) LTD.,BIMAN DUTTA,Siliguri,"C9MM+52G Rightex Trading Pvt Ltd, Uttar Besarbari, West Bengal 733207",9733017325,-,23.2 Ha,4154
323,SOLODIGHI TEA ESTATE,Organized Estate,Terai,Uttar Dinajpur,TOPICAL TEA CO. PVT. LTD.,SHRI PRANAB KUMAR ADAK,Islampur,"TOPICAL TEA COMPANY PRIVATE LIMITED, Soldighi, Debijhora, Chopra, Bhagabati, West Bengal 733207",9832840250,acpranab@yahoo.co.in,39.7 Ha,3990
324,TULSIVITA TEA ESTATE,Organized Estate,Terai,Uttar Dinajpur,TULSIVIA AGRO FAM,SHRI SWAPAN DAS & CHANDAN,Islampur,"Islampur, West Bengal",09775935169,das.swapan65@yahoo.com,40.8 Ha,4155
325,TEA & INDUSTRIES LTD.) ARYAMAN TEA ESTATE(UNIT OF JAYSHREE TEA & INDUSTRIES LTD.),Bought Leaf Factory (BLF),Dooars,Jalpaiguri,TEA & INDUSTRIES LTD.) ARYAMAN TEA ESTATE(UNIT OF JAYSHREE TEA & INDUSTRIES LTD.),-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"ARYAMAN SPECIAL, ARYAMAN CLONAL, ARYAMAN SPECIAL 1"
326,ARYAN TEA PLANTATIONS PVT. LTD. ARYAN TEA PLANTATIONS PVT. LTD.,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,ARYAN TEA PLANTATIONS PVT. LTD. ARYAN TEA PLANTATIONS PVT. LTD.,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"MAZHABARI,DURGABARI ATAL TEA CO(1943) LTD. ATAL TE"
327,"MAZHABARI,DURGABARI ATAL TEA CO(1943) LTD. ATAL TEA FACTORY & ESTATE",Bought Leaf Factory (BLF),Dooars,Jalpaiguri,"MAZHABARI,DURGABARI ATAL TEA CO(1943) LTD. ATAL TEA FACTORY & ESTATE",-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,ATAL AYAN TEA INDUSTRIESAYAN TEA FACTORY & STGS WE
328,ATAL AYAN TEA INDUSTRIESAYAN TEA FACTORY & STGS,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,ATAL AYAN TEA INDUSTRIESAYAN TEA FACTORY & STGS,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"AYAN GOLD, PAROMITA, ANWESHA AMALGAMATED"
329,Ltd. B N Bhowmick Tea Processing Pvt. Ltd.,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,Ltd. B N Bhowmick Tea Processing Pvt. Ltd.,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"KOPAI, KOPAI XCLUSIVE BAIKUNTHPUR TEA MFG CO PVT L"
330,BAIKUNTHPUR TEA MFG CO PVT LTD BHATURBARI,Bought Leaf Factory (BLF),Terai,Darjeeling,BAIKUNTHPUR TEA MFG CO PVT LTD BHATURBARI,-,Siliguri,"Darjeeling, West Bengal",-,-,BLF Processing,"ANJANI GOLD,RAAGINI GOLD,BHATURBARI BALASON TEA CO"
331,BROJENDRA PLANTATION PVT LTD BROJENDRA PLANTATION PVT LTD,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,BROJENDRA PLANTATION PVT LTD BROJENDRA PLANTATION PVT LTD,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"RANGEET PREMIUM, RANGEET ROYAL, RANGEET, RANGEET V"
332,CACHAR KING PLANTATIONS PVT. LTD. CACHAR KING BLF & STG,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,CACHAR KING PLANTATIONS PVT. LTD. CACHAR KING BLF & STG,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"CACHAR KING DIAMOND, CACHAR KING PREMIUM, CACHAR K"
333,DARSHANANAND HOLDINGS PVT.LIMITED BAJRANG TEA FACTORY,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,DARSHANANAND HOLDINGS PVT.LIMITED BAJRANG TEA FACTORY,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"KAMAKSHI, CHITALGHATA DASPARA TEA ESTATE PVT.LTD"
334,DASPARA TEA ESTATE PVT.LTD DASPARA TEA ESTATE PVT.LTD,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,DASPARA TEA ESTATE PVT.LTD DASPARA TEA ESTATE PVT.LTD,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"DASPARA, DEVSAR, KALIGHAT DOOARS PLANTATIONS & IND"
335,DOOARS PLANTATIONS & INDS. LTD PATKAPARA TEA ESTATE FACTORY,Bought Leaf Factory (BLF),Dooars,Jalpaiguri,DOOARS PLANTATIONS & INDS. LTD PATKAPARA TEA ESTATE FACTORY,-,Siliguri,"Jalpaiguri, West Bengal",-,-,BLF Processing,"PATKAPARA (GOLD), PATKAPARA Duke Tea Pvt. Ltd.DUKE"
