Target Company,Target HQ City,Associated Gardens,Match Status,Found Place Name,Formatted Address,City,PIN Code,Phone,Website,Latitude,Longitude,Rating,Reviews,Category,Place ID,Google Maps URL,Scraped At
"JAYSHREE TEA & INDUSTRIES","Kolkata","LIZAHILL TEA ESTATE; RISHEEHAT TEA ESTATE; TUKVAR; TURZUM TEA ESTATE; JAYANTIKA; BALASON & MURMAH; SINGBULLI TEA ESTATE; SUNGMA TEA ESTATE; MARIONBARIE","matched","Jayshree Tea & Industries Ltd","Jayshree Tea & Industries Ltd, 10, Camac St, Elgin, Kolkata, West Bengal 700071","Kolkata","700071","033 2282 7531","http://www.jayshreetea.com/",22.542876099999997,88.35147309999999,4.5,71,"Tea store","ChIJ-S7YuCZ3AjoRKRx_R32tAT8","https://www.google.com/maps/place/?q=place_id:ChIJ-S7YuCZ3AjoRKRx_R32tAT8","2026-09-14T11:35:52.973Z"
"NORTH TUKVAR TEA CO. LTD.","Kolkata","NORTH TUKVAR","matched","North Tukvar Tea Company Limited","Industry House, North Tukvar Tea Company Limited, 10, Camac St, Elgin, Kolkata, West Bengal 700071","Kolkata","700071",,,22.5429034,88.3512348,,,,"ChIJ__8DqBd3AjoRY5NSSoyOo4A","https://maps.google.com/maps/preview/place/Industry+House,+North+Tukvar+Tea+Company+Limited,+10,+Camac+St,+Elgin,+Kolkata,+West+Bengal+700071/@22.5429034,88.3512348,3685a,13.1y/data=!4m2!3m1!1s0x3a027717a803ffff:0x80a38e8c4a529363","2026-09-14T11:35:55.461Z"
"S.K.AGARWAWAL","Kolkata","OAKS TEA ESTATE","partial","S K Agrawal and Co Chartered Accountants LLP","S K Agrawal and Co Chartered Accountants LLP, Agrawal and Co Chartered Accountants LLP The chambers, S K, Rajdanga Main Rd, opposite Gitanjali Stadium, Sector E, East Kolkata Twp, Kolkata, West Bengal 700107","Kolkata","700107","033 4008 9902","http://www.skagrawal.co.in/",22.5139207,88.3943671,4.1,79,"Chartered accountant","ChIJn3SOXqF3AjoRaZ355FewK38","https://maps.google.com/maps/preview/place/S+K+Agrawal+and+Co+Chartered+Accountants+LLP,+Agrawal+and+Co+Chartered+Accountants+LLP+The+chambers,+S+K,+Rajdanga+Main+Rd,+opposite+Gitanjali+Stadium,+Sector+E,+East+Kolkata+Twp,+Kolkata,+West+Bengal+700107/@22.5139207,88.3943671,3686a,13.1y/data=!4m2!3m1!1s0x3a0277a15e8e749f:0x7f2bb057e4f99d69","2026-09-14T11:35:59.120Z"
"SS BAGARIA","Kolkata","ORANGE VALLEY TEA ESTATE","partial","Bagaria Trading Limited","4th Floor, Bagaria Trading Limited, 16, Netaji Subhas Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001","Kolkata","700001","033 2210 7789","https://nehaknots.com/",22.5773564,88.3490595,5,,"Clothing Accessories Store","ChIJe6yzIVN2AjoR81qGDvK97SI","https://www.google.com/maps/place/?q=place_id:ChIJe6yzIVN2AjoR81qGDvK97SI","2026-09-14T11:36:02.394Z"
"ASHOK KUMAR LOHIA","Kolkata","S00M TEA ESTATE","partial","Ashok Kumar Shaw LICI","Ashok Kumar Shaw LICI, 23, R.N.Banerjee Rd, Narkel Bagan, Shibbati Para, Khardah, Khardaha, West Bengal 700117","Kolkata","700117",,,22.7243694,88.3640892,,,"Apartment building","ChIJdyA9YgCb-DkRQUBsvKe8d5Q","https://www.google.com/maps/place/?q=place_id:ChIJdyA9YgCb-DkRQUBsvKe8d5Q","2026-09-14T11:36:06.036Z"
"MR A K LOHIA","Kolkata","SHREE DWARIK T E","partial","S.S Lohia & Co.","7th Floor, Room 711, S.S Lohia & Co., 27, Brabourne Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001","Kolkata","700001",,,22.577138599999998,88.3520521,5,,"Accounting firm","ChIJI5s6vrp3AjoRl1DRGgtzCyQ","https://www.google.com/maps/place/?q=place_id:ChIJI5s6vrp3AjoRl1DRGgtzCyQ","2026-09-14T11:36:08.642Z"
"MOHAN KUMAR CHIRIMAR","Kolkata","SINGTOM TEA ESTATE","partial","Raghunath Exports Company","Raghunath Exports Company, 4E, Park Plaza, North Block, 71 Park Street, Kolkata, West Bengal 700016","Kolkata","700016","098366 54681",,22.5512475,88.35443719999999,3.7,7,"Corporate office","ChIJ33o0YBF3AjoR4SELklpSkso","https://www.google.com/maps/place/?q=place_id:ChIJ33o0YBF3AjoR4SELklpSkso","2026-09-14T11:36:12.194Z"
"TEESTA VALLEY TEA CO LTD","Kolkata","TEESTA VALLEY TEA ESTATE; GIELLE TEA ESTATE","matched","Teesta Valley Tea Co. Ltd.","Teesta Valley Tea Co. Ltd., 5 & 7, Netaji Subhas Road, Kolkata, West Bengal 700001","Kolkata","700001","033 2248 8704","http://teestavalley.net/",22.5794218,88.34935519999999,3.7,12,"Tea Exporter","ChIJJ1GLl7t3AjoRV_89ssF7sJU","https://maps.google.com/maps/preview/place/Teesta+Valley+Tea+Co.+Ltd.,+5+%26+7,+Netaji+Subhas+Road,+Kolkata,+West+Bengal+700001/@22.5794218,88.3493552,3684a,13.1y/data=!4m2!3m1!1s0x3a0277bb978b5127:0x95b07bc1b23dff57","2026-09-14T11:36:15.707Z"
"SYCOTTA TEA CO. PVT. LTD.","Kolkata","TUMSONG TEA ESTATE; CHAMONG TEA ESTATE; LINGIA TEA ESTATE","matched","Asian Tea Company Private Limited","1st Floor, Asian Tea Company Private Limited, Gajraj Point, 209 A, AJC Bose Rd, Park Circus, Elgin, Kolkata, West Bengal 700017","Kolkata","700017","033 4044 1201","http://asianteagroup.com/",22.5435855,88.360575,5,1,"Corporate office","ChIJRzzkVh53AjoRWDllWFK0pEw","https://www.google.com/maps/place/?q=place_id:ChIJRzzkVh53AjoRWDllWFK0pEw","2026-09-14T11:36:19.348Z"
"THE ASHAPUR TEA CO. LTD.","Kolkata","ASHAPUR TEA ESTATE","matched","The Ashapur Tea Co Ltd","The Ashapur Tea Co Ltd, 97, Ballygunge Gardens Rd, Golpark, Ballygunge Gardens, Keyatala, Kolkata, West Bengal 700019","Kolkata","700019",,,22.518411,88.3677589,,,"Tea store","ChIJaWuWYtN2AjoR4v0oJ4afu2M","https://maps.google.com/maps/preview/place/The+Ashapur+Tea+Co+Ltd,+97,+Ballygunge+Gardens+Rd,+Golpark,+Ballygunge+Gardens,+Keyatala,+Kolkata,+West+Bengal+700019/@22.518411,88.3677589,3686a,13.1y/data=!4m2!3m1!1s0x3a0276d362966b69:0x63bb9f862728fde2","2026-09-14T11:36:23.285Z"
"ATAL TEA CO. (1943) LTD.","Kolkata","ATAL","matched","Atal Tea Estate Factory","M7Q2+RF4 Atal Tea Estate Factory, Atal, West Bengal 734429","Kolkata","734429",,,26.6893429,88.2504494,5,2,"Manufacturer","ChIJM6VSGwBP5DkRbt6BMVd15Ic","https://www.google.com/maps/place/?q=place_id:ChIJM6VSGwBP5DkRbt6BMVd15Ic","2026-09-14T11:36:26.534Z"
"FULBARI PATAN TEA ESTATE","Kolkata","FULBARI PATAN TEA ESTATE","matched","Fulbaritea estate","Q84J+CXM Fulbaritea estate, Fulbari Pataner Chhat, West Bengal 734010","Kolkata","734010",,,26.756092799999998,88.3324332,4.7,,"River port","ChIJ-a7MjalH5DkRZAkr_ZEe8nQ","https://maps.google.com/maps/preview/place/Q84J%2BCXM+Fulbaritea+estate,+Fulbari+Pataner+Chhat,+West+Bengal+734010/@26.7560928,88.3324332,3563a,13.1y/data=!4m2!3m1!1s0x39e447a98dccaef9:0x74f21e91fd2b0964","2026-09-14T11:36:29.551Z"
"MR. G.P.GOENKA","Kolkata","GUNGARAM TEA ESTATE","partial","RP Goenka International School","RP Goenka International School, 34 1/1, Diamond Harbour Rd, Majherhat, Mominpore, Kolkata, West Bengal 700027","Kolkata","700027","033 7155 8000","http://www.rpgis.in/",22.520075,88.32365,,,"International school","ChIJPyufqMx5AjoRCkZ4Bb7epJg","https://www.google.com/maps/place/?q=place_id:ChIJPyufqMx5AjoRCkZ4Bb7epJg","2026-09-14T11:36:33.135Z"
"R.D TEA LTD","Kolkata","HANSQUA TEA ESTATE","matched","R.D. Tea Limited","R.D. Tea Limited, 4, Middleton St, Kankaria Estates, Park Street area, Kolkata, West Bengal 700071","Kolkata","700071","090079 02650","http://rdtealtd.com/",22.5486366,88.3509491,5,,"Tea Manufacturer","ChIJPbsW-RB3AjoRhQSf5jmTogE","https://maps.google.com/maps/preview/place/R.D.+Tea+Limited,+4,+Middleton+St,+Kankaria+Estates,+Park+Street+area,+Kolkata,+West+Bengal+700071/@22.5486366,88.3509491,3685a,13.1y/data=!4m2!3m1!1s0x3a027710f916bb3d:0x1a29339e69f0485","2026-09-14T11:36:35.970Z"
"THE CORONATION TEA CO. LTD.","Kolkata","MANJHA TEA ESTATE","matched","Teesta Valley Tea Co. Ltd.","Teesta Valley Tea Co. Ltd., 5 & 7, Netaji Subhas Road, Kolkata, West Bengal 700001","Kolkata","700001","033 2248 8704","http://teestavalley.net/",22.5794218,88.34935519999999,3.7,12,"Tea Exporter","ChIJJ1GLl7t3AjoRV_89ssF7sJU","https://www.google.com/maps/place/?q=place_id:ChIJJ1GLl7t3AjoRV_89ssF7sJU","2026-09-14T11:36:38.589Z"
"GIRDHAR GOPAL DALMIA","Kolkata","MERRYVIEW TEA ESTATE","partial","Dalmia Bharat Group Regional Office - East","16th floor, Dalmia Bharat Group Regional Office - East, Merlin Acropolis, 1858, Rajdanga Main Rd, Shantipally, Sector B, East Kolkata Twp, Kolkata, West Bengal 700107","Kolkata","700107","033 6701 2600",,22.5151885,88.3934,4.5,,"Corporate office","ChIJ66qIwVJxAjoRNVqsCGNtw38","https://www.google.com/maps/place/?q=place_id:ChIJ66qIwVJxAjoRNVqsCGNtw38","2026-09-14T11:36:42.245Z"
"NUXALBARI TEA CO LTD","Kolkata","NUXALBARI","matched","Nuxalbari Tea Factory & Office","Nuxalbari Tea Factory & Office, Nuxalbari Tea Estate, Naxalbari, Hoda Bhitar Chhat, West Bengal 734429","Kolkata","734429","096411 00574","http://nuxalbaritea.com/",26.6738817,88.20372669999999,4.6,20,"Tea Manufacturer","ChIJd5TIfolM5DkRkg2YOJphjf4","https://www.google.com/maps/place/?q=place_id:ChIJd5TIfolM5DkRkg2YOJphjf4","2026-09-14T11:36:44.993Z"
"DUARS UNION TEA CO. LTD","Kolkata","ORD TERAI TEA GARDEN","matched","Duars Union Tea Co. Limited","Duars Union Tea Co. Limited, 3A, Ripon St, Near Anthropological Survey of India, Esplanade, Taltala, Kolkata, West Bengal 700016","Kolkata","700016","033 2227 3388",,22.5534094,88.3551842,3.9,24,"Tea store","ChIJvTzrHgV3AjoRhD9gLsmmndM","https://maps.google.com/maps/preview/place/Duars+Union+Tea+Co.+Limited,+3A,+Ripon+St,+Near+Anthropological+Survey+of+India,+Esplanade,+Taltala,+Kolkata,+West+Bengal+700016/@22.5534094,88.3551842,3685a,13.1y/data=!4m2!3m1!1s0x3a0277051eeb3cbd:0xd39da6c92e603f84","2026-09-14T11:36:47.930Z"
"PAHARGOOMIAH TEA","Kolkata","PAHARGOOMIAH TEA ESTATE","matched","Pahargoomiah Tea Industries Pvt Ltd","6TH FLOOR, Pahargoomiah Tea Industries Pvt Ltd, Nicco House, 2, Hare St, B.B.D. Bagh, Kolkata, West Bengal 700001","Kolkata","700001","033 2248 9916","http://www.pahargoomiahtea.com/",22.5713318,88.3458527,5,,"Tea Manufacturer","ChIJgztZhhx3AjoRMnWF8RAh86c","https://maps.google.com/maps/preview/place/6TH+FLOOR,+Pahargoomiah+Tea+Industries+Pvt+Ltd,+Nicco+House,+2,+Hare+St,+B.B.D.+Bagh,+Kolkata,+West+Bengal+700001/@22.5713318,88.3458527,3684a,13.1y/data=!4m2!3m1!1s0x3a02771c86593b83:0xa7f32110f1857532","2026-09-14T11:36:50.829Z"
"THE NEW TRAI ASSOCIATION LTD DEEPAK BERLIA","Kolkata","PANIGHATA","matched","Trustea Sustainable Tea Foundation","Trustea Sustainable Tea Foundation, Chambers Mall, 506, Sector E, East Kolkata Twp, Kolkata, West Bengal 700107","Kolkata","700107","033 4073 2658","https://www.trustea.org/",22.5138888,88.3942976,4.8,,"Non-profit organization","ChIJhXUtUUlxAjoRB-FE2Uqsg5E","https://www.google.com/maps/place/?q=place_id:ChIJhXUtUUlxAjoRB-FE2Uqsg5E","2026-09-14T11:36:53.602Z"
"SANNYASITHAN TEA CO.PVT. LTD R K SINGH","Kolkata","SANNYASITHAN","matched","Sannyasithan Tea Estate","M7XV+VC7 Sannyasithan Tea Estate, Sannyasi Thaner Chhat, West Bengal 734014","Kolkata","734014",,,26.6996596,88.2935519,4,,"Tea Manufacturer","ChIJVVVVldFI5DkRss87tW_WfkY","https://www.google.com/maps/place/?q=place_id:ChIJVVVVldFI5DkRss87tW_WfkY","2026-09-14T11:36:56.840Z"
"SINGHIA JHORA TEA CO. (P) LTD","Kolkata","SINGHIA JHORA TEA ESTATE","matched","Singhia Jhora Tea Co Pvt Ltd","Singhia Jhora Tea Co Pvt Ltd, 51, Shakespeare Sarani, Park Circus, Park Street area, Kolkata, West Bengal 700017","Kolkata","700017",,,22.5442189,88.360806,,,,"ChIJHbthXB53AjoRe_8GFnzLN48","https://maps.google.com/maps/preview/place/Singhia+Jhora+Tea+Co+Pvt+Ltd,+51,+Shakespeare+Sarani,+Park+Circus,+Park+Street+area,+Kolkata,+West+Bengal+700017/@22.5442189,88.360806,3685a,13.1y/data=!4m2!3m1!1s0x3a02771e5c61bb1d:0x8f37cb7c1606ff7b","2026-09-14T11:37:00.557Z"
"GILLANDERS ARBUTHNOT & CO.","Kolkata","TAIPOO; GAIRKHATA TEA ESTATE","matched","Gillanders Arbuthnot & Co. Ltd.","Gillanders Arbuthnot & Co. Ltd., C-4, Netaji Subhas Rd, Kolkata, West Bengal 700001","Kolkata","700001","033 2230 2331","http://gillandersindia.org/",22.5765881,88.3494291,4.7,,"Corporate office","ChIJ77mAR7t3AjoRQ_qTzdpGa8I","https://maps.google.com/maps/preview/place/Gillanders+Arbuthnot+%26+Co.+Ltd.,+C-4,+Netaji+Subhas+Rd,+Kolkata,+West+Bengal+700001/@22.5765881,88.3494291,3684a,13.1y/data=!4m2!3m1!1s0x3a0277bb4780b9ef:0xc26b46dacd93fa43","2026-09-14T11:37:03.939Z"
"JALPAIGURI DOOARS TEA CO.","Kolkata","THANJHORA TEA ESTATE","matched","Darjeeling Dooars Plantations Tea Limited","4th Floor, Darjeeling Dooars Plantations Tea Limited, Nicco House, 2, Hare St, Above Canara Bank, B.B.D. Bagh, Kolkata, West Bengal 700001","Kolkata","700001","033 2248 7908",,22.5713318,88.3458527,4.1,32,"Tea Manufacturer","ChIJhee-ACZ3AjoRR4JZfTemkLU","https://www.google.com/maps/place/?q=place_id:ChIJhee-ACZ3AjoRR4JZfTemkLU","2026-09-14T11:37:07.036Z"
"KANISKA SETHIA","Kolkata","BEECH TEA ESTATE","partial","KANISHKA SHIPPING LINES","KANISHKA SHIPPING LINES, 23A, Netaji Subhas Rd, Fairley Place, B.B.D. Bagh, Kolkata, West Bengal 700001","Kolkata","700001","099337 56004",,22.576022299999998,88.3484723,4.7,,"Shipping service","ChIJ-c8c59R3AjoRImhCV-lj6LQ","https://maps.google.com/maps/preview/place/KANISHKA+SHIPPING+LINES,+23A,+Netaji+Subhas+Rd,+Fairley+Place,+B.B.D.+Bagh,+Kolkata,+West+Bengal+700001/@22.5760223,88.3484723,3684a,13.1y/data=!4m2!3m1!1s0x3a0277d4e71ccff9:0xb4e863e957426822","2026-09-14T11:37:09.407Z"
"BARNOBARI TEA & INDUSTRIES PVT. LTD.","Kolkata","BHARNOBARI TEA ESTATE","matched","Bharnobari Tea & Industries Ltd.","Bharnobari Tea & Industries Ltd., 34, Raja Santosh Rd, Mangalam, Alipore, Kolkata, West Bengal 700027","Kolkata","700027",,,22.518554899999998,88.3315233,,,"Tea Exporter","ChIJzUYw_FJ3AjoR1foM2yUKYhQ","https://maps.google.com/maps/preview/place/Bharnobari+Tea+%26+Industries+Ltd.,+34,+Raja+Santosh+Rd,+Mangalam,+Alipore,+Kolkata,+West+Bengal+700027/@22.5185549,88.3315233,3686a,13.1y/data=!4m2!3m1!1s0x3a027752fc3046cd:0x14620a25db0cfad5","2026-09-14T11:37:13.060Z"
"BHATKAWA TEA INDUSTRIES LTD. SRI SUDARSHAN JALAN","Kolkata","BHATKAWA TEA ESTATE","matched","Bhatkawa Tea Estate","6TH FLOOR, Bhatkawa Tea Estate, Nicco House, 2, Hare St, B.B.D. Bagh, Kolkata, West Bengal 700001","Kolkata","700001","22489916","http://bhatkawatea.com/",22.571455,88.3458035,4.5,,"Corporate office","ChIJZ5G1tKN3AjoR5UFY8eS_AgI","https://maps.google.com/maps/preview/place/6TH+FLOOR,+Bhatkawa+Tea+Estate,+Nicco+House,+2,+Hare+St,+B.B.D.+Bagh,+Kolkata,+West+Bengal+700001/@22.571455,88.3458035,3684a,13.1y/data=!4m2!3m1!1s0x3a0277a3b4b59167:0x202bfe4f15841e5","2026-09-14T11:37:16.718Z"
"MCLEOD RUSSEL INDIA LIMITED","Kolkata","BHATPARA TEA ESTATE; CENTRAL DOOARS TEA ESTATE; CHUAPARA TEA ESTATE; JAINTI TEA ESTATE; MATHURA TEA ESTATE","matched","Mcleod Russel India limited","Mcleod Russel India limited, Surendra Mohan Ghosh Sarani, 4, Mangoe Ln, Kolkata, West Bengal 700001","Kolkata","700001","099030 96991","http://www.mcleodrussel.com/",22.569381699999997,88.3511199,4.5,55,"Tea Exporter","ChIJdcrz16V3AjoRV8_Qg8r4ZXw","https://maps.google.com/maps/preview/place/Mcleod+Russel+India+limited,+Surendra+Mohan+Ghosh+Sarani,+4,+Mangoe+Ln,+Kolkata,+West+Bengal+700001/@22.5693817,88.3511199,3684a,13.1y/data=!4m2!3m1!1s0x3a0277a5d7f3ca75:0x7c65f8ca83d0cf57","2026-09-14T11:37:19.871Z"
"SURAJ GOVIND ESTATES PVT.","Kolkata","DIMA TEA ESTATE","matched","Surajgovind Estates Pvt Ltd","Surajgovind Estates Pvt Ltd, 2, Brabourne Rd, Radha Bazar, Lal Bazar, Kolkata, West Bengal 700001","Kolkata","700001","080174 45223",,22.573456699999998,88.35136109999999,4.5,,"Corporate office","ChIJG-t0B6V3AjoRGlQFS7ZCzRI","https://maps.google.com/maps/preview/place/Surajgovind+Estates+Pvt+Ltd,+2,+Brabourne+Rd,+Radha+Bazar,+Lal+Bazar,+Kolkata,+West+Bengal+700001/@22.5734567,88.3513611,3684a,13.1y/data=!4m2!3m1!1s0x3a0277a50774eb1b:0x12cd42b64b05541a","2026-09-14T11:37:23.107Z"
"DIABARI TEA CO LTD","Kolkata","MADHU TEA ESTATE","matched","Teesta Valley Tea Co. Ltd.","Teesta Valley Tea Co. Ltd., 5 & 7, Netaji Subhas Road, Kolkata, West Bengal 700001","Kolkata","700001","033 2248 8704","http://teestavalley.net/",22.5794218,88.34935519999999,3.7,12,"Tea Exporter","ChIJJ1GLl7t3AjoRV_89ssF7sJU","https://www.google.com/maps/place/?q=place_id:ChIJJ1GLl7t3AjoRV_89ssF7sJU","2026-09-14T11:37:26.043Z"
"SURAJIT BAKSHI","Kolkata","MERICO TEA ESTATE","partial","SURAJ TIRKEY BNQ","Q2QM+M8 SURAJ TIRKEY BNQ, Banarhat Tea Garden, West Bengal 735202","Kolkata","735202",,,26.7892324,89.0332923,5,1,"Housing complex","ChIJn--jFgCV4zkRoF7sr_gEeZI","https://maps.google.com/maps/preview/place/Q2QM%2BM8+SURAJ+TIRKEY+BNQ,+Banarhat+Tea+Garden,+West+Bengal+735202/@26.7892324,89.0332923,3562a,13.1y/data=!4m2!3m1!1s0x39e3950016a3ef9f:0x927904f8afec5ea0","2026-09-14T11:37:28.681Z"
"SRI AJAY PRAKASH","Kolkata","RAJAHBHAT TEA ESTATE","partial","Political Consultant- Ajay Prakash Sah","Political Consultant- Ajay Prakash Sah, 141/1B, Lenin Sarani Rd, near Indian Overseas Bank, Taltala, Kolkata, West Bengal 700013","Kolkata","700013","090884 98142","http://www.voteniti.in/",22.5623597,88.3612144,,,"Consultant","ChIJDY6q4A53AjoRqhePQK56bo0","https://maps.google.com/maps/preview/place/Political+Consultant-+Ajay+Prakash+Sah,+141%2F1B,+Lenin+Sarani+Rd,+near+Indian+Overseas+Bank,+Taltala,+Kolkata,+West+Bengal+700013/@22.5623597,88.3612144,3684a,13.1y/data=!4m2!3m1!1s0x3a02770ee0aa8e0d:0x8d6e7aae408f17aa","2026-09-14T11:37:31.588Z"
"NEW TEA CO. LTD.","Kolkata","BIJALIMONI T.E.; MATIDHAR TEA ESTATE","matched","New Tea Company Limited","New Tea Company Limited, Hindustan Building, New Tea Co. Ltd. 4 Chittaranjan Avenue, 2nd Floor, Kolkata, West Bengal 700072","Kolkata","700072","033 2212 6753","http://newteaco.in/",22.5666942,88.3540443,3.8,13,"Corporate office","ChIJUa2UYah3AjoRbbBlPSwv5K8","https://maps.google.com/maps/preview/place/New+Tea+Company+Limited,+Hindustan+Building,+New+Tea+Co.+Ltd.+4+Chittaranjan+Avenue,+2nd+Floor,+Kolkata,+West+Bengal+700072/@22.5666942,88.3540443,3684a,13.1y/data=!4m2!3m1!1s0x3a0277a86194ad51:0xafe42f2c3d65b06d","2026-09-14T11:37:35.374Z"
"KPL INTERNATIONAL LTD","Kolkata","AVONGROVE TEA ESTATE","partial","KPL International Limited","KPL International Limited, Park Plaza, 71, Park St, Park Street area, Kolkata, West Bengal 700016","Kolkata","700016","033 2217 8179","http://www.kplintl.com/",22.551307299999998,88.3543454,4,,"Chemical Exporter","ChIJja5Q6eF2AjoRCpGMAguGkTc","https://maps.google.com/maps/preview/place/KPL+International+Limited,+Park+Plaza,+71,+Park+St,+Park+Street+area,+Kolkata,+West+Bengal+700016/@22.5513073,88.3543454,3685a,13.1y/data=!4m2!3m1!1s0x3a0276e1e950ae8d:0x3791860b028c910a","2026-09-14T11:37:38.384Z"
"SANJAY PRAKASH BANSAL","Kolkata","CHONGTONG TEA ESTATE","partial","Sanjay Om Prakash Gupta & Co., Chartered Accountants","Sanjay Om Prakash Gupta & Co., Chartered Accountants, 2/55 Netaji Nagar, Ground Floor, Kolkata, West Bengal 700092","Kolkata","700092","098306 60012","https://sopg.co.in/",22.4822512,88.3571925,4.9,262,"Chartered accountant","ChIJQ2WwluRwAjoRR8ca08I6_gs","https://www.google.com/maps/place/?q=place_id:ChIJQ2WwluRwAjoRR8ca08I6_gs","2026-09-14T11:37:41.201Z"
"SRI ASHOK KUMAR LOHIA & SRI","Kolkata","DHAJEA TEA ESTATE; NAGRIFARM TEA ESTATE","partial","Lohia Commercial Co Private Limited","Lohia Commercial Co Private Limited, Lohia House, 112, Chittaranjan Ave, Calcutta University, College Square, Kolkata, West Bengal 700073","Kolkata","700073","033 2241 0531",,22.5756122,88.3599742,5,,"Dried flower shop","ChIJnch3Ja53AjoRH-KIPswqvS4","https://www.google.com/maps/place/?q=place_id:ChIJnch3Ja53AjoRH-KIPswqvS4","2026-09-14T11:37:44.284Z"
"LAKTARIA (I) P LTD","Kolkata","GYABAREE & MIIIKTHONG TEA","partial","Lakhotia Transport Co. PVT. LTD.","H9H5+4HX Lakhotia Transport Co. PVT. LTD., Surti Bagan St, Kolutolla, Kolkata, West Bengal 700073","Kolkata","700073","033 2235 4802","http://ltcpl.org/",22.5778608,88.358977,4.1,16,"Transportation service","ChIJreJQOLJ3AjoRknrZEjPacJc","https://www.google.com/maps/place/?q=place_id:ChIJreJQOLJ3AjoRknrZEjPacJc","2026-09-14T11:37:47.874Z"
"OKAYTI TEA COMPANY LTD","Kolkata","OKAYTI","matched","Okayti Tea Co Ltd","Okayti Tea Co Ltd, 1, Binoy Badal Dinesh Bag E, Lal Dighi, Lal Bazar, Kolkata, West Bengal 700001","Kolkata","700001",,,22.5705977,88.3499806,4.5,,"Tea store","ChIJ23g3AaJ3AjoRrddoMKQQwi4","https://maps.google.com/maps/preview/place/Okayti+Tea+Co+Ltd,+1,+Binoy+Badal+Dinesh+Bag+E,+Lal+Dighi,+Lal+Bazar,+Kolkata,+West+Bengal+700001/@22.5705977,88.3499806,3684a,13.1y/data=!4m2!3m1!1s0x3a0277a2013778db:0x2ec210a43068d7ad","2026-09-14T11:37:51.654Z"
"S.S. BAGARIA","Kolkata","PHUGURI TEA ESTATE","partial","Bagaria Trading Limited","4th Floor, Bagaria Trading Limited, 16, Netaji Subhas Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001","Kolkata","700001","033 2210 7789","https://nehaknots.com/",22.5773564,88.3490595,5,1,"Clothing Accessories Store","ChIJe6yzIVN2AjoR81qGDvK97SI","https://www.google.com/maps/place/?q=place_id:ChIJe6yzIVN2AjoR81qGDvK97SI","2026-09-14T11:37:54.083Z"
"SHRI ASHOK KUMAR LOHIA","Kolkata","PUSSIMBING TEA ESTATE","partial","Lohia Commercial Co Private Limited","Lohia Commercial Co Private Limited, Lohia House, 112, Chittaranjan Ave, Calcutta University, College Square, Kolkata, West Bengal 700073","Kolkata","700073","033 2241 0531",,22.5756122,88.3599742,5,,"Dried flower shop","ChIJnch3Ja53AjoRH-KIPswqvS4","https://www.google.com/maps/place/?q=place_id:ChIJnch3Ja53AjoRH-KIPswqvS4","2026-09-14T11:37:57.378Z"
"SEEYOK TEA COMPANY LTD","Kolkata","SEEYOK","matched","Seeyok Tea Company Limited","Ste 17, Seeyok Tea Company Limited, Chowringhee Mansion, 30, Jawaharlal Nehru Rd, Taltala, Kolkata, West Bengal 700016","Kolkata","700016",,,22.555792,88.3507327,4,1,"Corporate office","ChIJedWjHQ93AjoRVL12zdIAXYM","https://maps.google.com/maps/preview/place/Ste+17,+Seeyok+Tea+Company+Limited,+Chowringhee+Mansion,+30,+Jawaharlal+Nehru+Rd,+Taltala,+Kolkata,+West+Bengal+700016/@22.555792,88.3507327,3685a,13.1y/data=!4m2!3m1!1s0x3a02770f1da3d579:0x835d00d2cd76bd54","2026-09-14T11:38:00.727Z"
"BRIJ MOHAN","Kolkata","SELIMBONG TEA ESTATE","matched","Brij Mohan and Company","number 6, Brij Mohan and Company, cross road, 67/46, Strand Bank Rd, Kolkata, West Bengal 700007","Kolkata","700007","098300 87666",,22.5876995,88.35103529999999,5,,"Wholesaler","ChIJi9Qhayl3AjoRe90lid_Qr5o","https://maps.google.com/maps/preview/place/number+6,+Brij+Mohan+and+Company,+cross+road,+67%2F46,+Strand+Bank+Rd,+Kolkata,+West+Bengal+700007/@22.5876995,88.3510353,3684a,13.1y/data=!4m2!3m1!1s0x3a0277296b21d48b:0x9aafd0df8925dd7b","2026-09-14T11:38:03.651Z"
"SHRI J.P.CHOWDHARY","Kolkata","SOURENEE T.E.","partial","Chowdhary Para","Chowdhary Para, Rahara, Kolkata, West Bengal 700118","Kolkata","700118",,,22.726450099999997,88.38341199999999,,,,"ChIJgVi-ypSb-DkRnvZYjCTu73Y","https://www.google.com/maps/place/?q=place_id:ChIJgVi-ypSb-DkRnvZYjCTu73Y","2026-09-14T11:38:06.658Z"
