Serial,Garden Name,Reg No,Region,District,Subdivision,Company Status,Grant Area (Ha),Tea Area (Ha),Association,Garden Address,Garden Phone,Garden Email,Owner / Company,Owner HQ Address,Owner Phone,Owner Fax,Owner Email,CEO / Principal,CEO Address,CEO Phone,CEO Email,HQ City
168,"CHUAPARA TEA ESTATE","N-7","Dooars","JALPAIGURI","KALCHINI","Public Ltd Co",933.64,689.47,"ITA","P.O:KALCHINI, DIST.JALPAIGURI, WEST BENGAL",,,"MCLEOD RUSSEL INDIA LIMITED","FOUR MANGOE LANE, S.M.GHOSH SARANI, KOLKATA-01","033-22101221","033-22488114","c@wmg.co.in","RAJEEV TAKRU","MCLEOD RUSSEL INDIA LTD,, FOUR MANGOE LANE, S.M.GHOSH SARANI, KOLKATA-1","033-22101222","rajiv_takru@wmg.co.in","Kolkata"
169,"DIMA TEA ESTATE","J-39","Dooars","JALPAIGURI","KALCHINI","Partnership",956.31,742.82,"ITPA","P.O:KALCHINI, DIST. JALPAIGURI, PIN-735217",,,"SURAJ GOVIND ESTATES PVT.","LTD., GOVIND BHAWAN, 2,BTM SARANI, KOLKATA-1","033-22254459","033-22253796","surajgovind.patel@gmail.com","SURAJ GOVIND ESTATES PVT.","LTD., GOVIND BHAWAN, 2,BTM SARANI, KOLKATA-1","033-22254459","surajgovind.patel@gmail.com","Kolkata"
170,"JAINTI TEA ESTATE","N-18","Dooars","JALPAIGURI","KALCHINI","Public Ltd Co",827.51,411.95,"ITA","P.O-HATIPOTH , DIST - JALPAIGURI.",,,"MCLEOD RUSSEL INDIA LIMITED","4, MANGOE LANE S.M. GHOSH, SARANI, KOLKATA-1","03322101221","03322488114","srinivas_c@wmg.co.in","MCLEOD RUSSEL INDIA LIMITED","4, MANGOE LANE S.M. GHOSH, SARANI, KOLKATA-1","03322101221","srinivas_c@wmg.co.in","Kolkata"
171,"KALCHINI T E","2532","Dooars","JALPAIGURI","KALCHINI","Proprietorship",1151.75,742.15,"ITA","P.O. KALCHINI,DIST- JALPAIGURI",,,"BUXA DOOARS TEA CO (I) LTD","OM, PLACE,ASHRAMPARA,SILIGURI","9434086855","","","N K BASU","OM, PLACE,ASHRAMPARA,SILIGURI, E-, Mail :buxadoors.teastates@gmail.co, m","9434086855","buxadoors.teastates@gmail.co","Siliguri"
172,"MADHU TEA ESTATE","55","Dooars","JALPAIGURI","KALCHINI","Proprietorship",451.42,323.08,"TRA","MADHU TEA, ESTATE,P.O.MADHUBAGAN,JALPAIGU, RI",,,"DIABARI TEA CO LTD","MOT CLUB STRTEET 2ND FLOOR, KOLKATA 13","9831155538","","","N M KEDIA","DIABAN TEA CO LTD. MOT CLUB, STRTEET 2ND FLOOR KOLKATA, 13","9831155538","","Kolkata"
173,"MECHPARA TEA ESTATE","2580","Dooars","JALPAIGURI","KALCHINI","Proprietorship",752.45,516,"ITA","P.O:KALCHINI, DIST. : JALPAIGURI, WEST BENGAL",,,"DARJEELING DOOARS","PLANTATIONS (TEA) LTD., 4TH FLOOR,, NICCO HOUSE,, HARE STREET, KOLKATA-1","033-22487908","033-22486432","tea@ddptl.com","DARJEELING DOOARS","PLANTATIONS (TEA) LTD., 4TH FLOOR,, NICCO HOUSE,, HARE STREET, KOLKATA-1","033-22487908","tea@ddptl.com","Kolkata"
174,"MERICO TEA ESTATE","2531","Dooars","JALPAIGURI","KALCHINI","Public Ltd Co",920.75,602.09,"ITA","P.O:CHINCHULA, P.S:KALCHINI, DIST:JALPAIGURI, WEST BENGAL",,,"SURAJIT BAKSHI","8,CANNING STREET, ROOM NO.203, KOLKATA-1","9831022786","","merico.tea.estate@gmail.com","SURAJIT BAKSHI","8,CANNING STREET, ROOM NO.203, KOLKATA-1","9831022786","merico.tea.estate@gmail.com","Kolkata"
175,"RAJAHBHAT TEA ESTATE","E-24","Dooars","JALPAIGURI","KALCHINI","Public Ltd Co",420.53,352.15,"ITA","P.O: RAJAHBHAT T.E, DIST. JALPAIGURI, WEST BENGAL",,,"SRI AJAY PRAKASH","JHUNJHUNWALA, ALOM HOUSE, 7B,PRETORICA STREET,KOLKATA 7B,P, -71","033-40106789","033-2282-7305","info@alomextrusions.com","SRI AJAY PRAKASH","JHUNJHUNWALA, ALOM HOUSE, RETORICA STREET,KOLKATA, -71","033-40106789","info@alomextrusions.com","Kolkata"
176,"ATINPUR TEA ESTATE","2757","Terai","DARJEELING","PHASIDEWA","Proprietorship",21.406,17.6,"None","POST DEBIJHORA, DIST UTTAR, DINAJPUR",,,"ATINPUR TEA ESTATE","97/1 RAMKRISHANA ROAD,, ASHRAMPARA, SILIGURI","2642877","","","ATINPUR TEA ESTATE","97/1 RAMKRISHANA ROAD,, ASHRAMPARA, SILIGURI","2642877","","Siliguri"
177,"BIJALIMONI T.E.","545","Terai","DARJEELING","PHASIDEWA","Public Ltd Co",267.09,217.81,"ITPA","P.O. SAHABAD,DIST DARJEELING",,,"NEW TEA CO. LTD.","HINDUSTAN BUILDINGS 4,, C.R.AVENUE ,KOL-72","03322126753","03322129696","","NEW TEA CO. LTD.","HINDUSTAN BUILDINGS 4,, C.R.AVENUE ,KOL-72","03322126753","","Kolkata"
178,"GAYA GANGA TEA ESTATE","2190","Terai","DARJEELING","PHASIDEWA","Public Ltd Co",605.23,468.14,"TAI","P.O:KAMALA BAGAN, GHOSH PUKUR, DIST.DARJEELING, WEST BENGAL",,,"MINTRI TEA CO. PVT.LTD.","2ND MILE,SEVOKE, ROAD,SILIGURI, DIST.DARJEELING(W.B)","0353-2435612","0353-2533252","mintriteaco@yahoo.com","MINTRI TEA CO. PVT.LTD.","2ND MILE,SEVOKE, ROAD,SILIGURI, DIST.DARJEELING(W.B)","0353-2435612","mintriteaco@yahoo.com","Siliguri"
179,"GIRISH CHANDRA TEA ESTATE","2630","Terai","DARJEELING","PHASIDEWA","Public Ltd Co",86.22,79.44,"","P.O : KAMALABAGAN DIST:, DARJEELING",,,"A.C PAUL AGRICULTURAL CO. PVT. LTD","ARJUN BHAWAN 90, HILL CART, ROAD SILIGURI","03532661237","9434106522","","SALIL KRISHNA PAUL","ARJUN BHAWAN 90, HILL CART, ROAD SILIGURI","03532661237","","Siliguri"
180,"KAMALA TEA ESTATE","1470","Terai","DARJEELING","PHASIDEWA","Public Ltd Co",752.74,517.3,"ITA","P.O: KAMALA BAGAN, GHOSH PUKUR, DIST.DARJEELING, WEST BENGAL-734426",,,"KAMALA TEA CO. LTD","P.O:KAMALA BAGAN, GHOSHPUKUR, DIST.DARJEELING.","0353-3204178","","","SRI M.AGARWALA","P.O:KAMALA BAGAN, GHOSHPUKUR, DIST.DARJEELING.","0353-3204178","","Siliguri"
181,"MATIDHAR TEA ESTATE","81","Terai","DARJEELING","PHASIDEWA","Public Ltd Co",771.22,642.99,"ITPA","P.O. KAMALA BAGAN,DIST, DARJEELING",,,"NEW TEA CO. LTD.","HINDUSTAN BUILDINGS 4,C.R., AVENUE,KOL-72","03322126753","03322129696","matidhar@gmail.com","NEW TEA CO. LTD.","HINDUSTAN BUILDINGS 4,C.R., AVENUE,KOL-72","03322126753","matidhar@gmail.com","Kolkata"
182,"SAYEDABAD TEA ESTATE","144","Terai","DARJEELING","PHASIDEWA","Public Ltd Co",567.47,351.66,"TRA","P.O : KAMALA BAGAN, DIST. DARJEELING, WEST BENGAL",,,"SRI AJIT KUMAR AGARWALA","AGARWAL HOUSE,, 2ND MILE, SEVOKE ROAD, SILIGURI, DIST.DARJEELING, WEST BENGAL.","0353-2543857","0353-2542656","teraitea@gmail.com","SRI V.D. DUA","AGARWALA HOUSE, 2ND MILE,SEVOKE, ROAD,SILIGURI, WEST BENGAL.","0353-2543857","teraitea@gmail.com","Siliguri"
183,"AVONGROVE TEA ESTATE","8","Darjeeling Hills","DARJEELING","SUKHIAPUKHRI","Public Ltd Co",316.75,184,"TRA","P.O. NAGRISPUR DIST. DARJEELING, WEST BENGAL",,,"KPL INTERNATIONAL LTD","PARK PLAZA, 71 PARK STREET, KOLKATA-16","03322499472","03322499466","mehta@kanoriachem.com","M.R. MEHTA","M/S KPL INTERNATIONAL LTD., PARK PLAZA, 71 PARK STREET, KOLKATA-16","03322499472","mehta@kanoriachem.com","Kolkata"
184,"BALASON & MURMAH","P-19","Darjeeling Hills","DARJEELING","SUKHIAPUKHRI","Public Ltd Co",682.94,352.61,"DTA","PO-SONADA,DIST-DARJEELING, WB",,,"JAYSHREE TEA & INDUSTRIES","LTD., INDUSTRY HOUSE, 10, CAMAC, STREET,KOLKATA-17","980028835","22827535","birlatea@giasel01.vsnl.net.in","PK AGARWAL","INDUSTRY HOUSE,10, CAMAC, STREET,KOLKATA-17","980028835","birlatea@giasel01.vsnl.net.in","Kolkata"
185,"CHAMONG TEA ESTATE","D-65","Darjeeling Hills","DARJEELING","SUKHIAPUKHRI","Proprietorship",331.99,139.6,"DTA","PO-POKHRIABONG, DIST-, DARJEELING,WESTBENGAL",,,"SYCOTTA TEA CO. PVT. LTD.","2 MC DUTTA SARANI,SOGOR, ESTATE,5TH FLOOR ,KOLKATA-1","03330283023","","ashok@chamong.com","ASHOK KR. LOHIA","2 MC DUTTA SARANI, SOGOR, ESTATE, KOLKATA-1","09331262137","ashok@chamong.com","Kolkata"
186,"CHONGTONG TEA ESTATE","2313","Darjeeling Hills","DARJEELING","SUKHIAPUKHRI","Proprietorship",778.79,373.81,"DTA","PO-MARYBONG,DIST-DARJEELING",,,"SANJAY PRAKASH BANSAL","20 COAL BERTH,HOBOKEN, ROAD,KOL-88","03324391927,9831023442","03324391927","","MR ANIL BANSAL","20 COAL BERTH,HOBOKEN, ROAD,KOL-88","9831023442","anilbansal11@gmail.com","Kolkata"
187,"DHAJEA TEA ESTATE","","Darjeeling Hills","DARJEELING","SUKHIAPUKHRI","Proprietorship",317.08,179.35,"DTA","P.O : NAGRISPUR, DIST : DARJEELING, WEST BENGAL",,,"SRI ASHOK KUMAR LOHIA & SRI","K.K.TIBERIWAL, NAGRIFARM TEA CO LTD,2 N.C, DUTTA SARANI SAGAR, ESTATE,5TH FLOOR,UNIT, NO.1,KOLKATA.","033-30936400","033-30936433","chamong@snowline.com","N.A","N.A","","","Kolkata"
188,"GOPALDHARA","6","Darjeeling Hills","DARJEELING","SUKHIAPUKHRI","Public Ltd Co",335.08,168.17,"DTA","P.O. MIRIK,DIST. DARJEELING, WEST, BENGAL",,,"GOPALDHARA TEA CO. PVT. LTD.","ARUN ENCLAVE, TEA AUCTION, ROAD, SILIGURI-3","0353-2510831","0353-510833","shivksaria@gmail.co","MR.S.K.SARIA","ARUN ENCLAVE, TEA AUCTION, ROAD, SILIGURI-3","0353-2510831","shivksaria@gmail.co","Siliguri"
189,"GYABAREE & MIIIKTHONG TEA","2517","Darjeeling Hills","DARJEELING","SUKHIAPUKHRI","Public Ltd Co",812.85,309.51,"DTA","ESTATE, SOURINI, DARJEELING, WEST, BENGAL",,,"LAKTARIA (I) P LTD","12 C LORD SINGHA ROAD, KOLKATA","03322824145","","tea@bagaria.com","S S BAGARIA","12 C LORD SINGHA ROAD, KOLKATA","03322824145","tea@bagaria.com","Kolkata"
190,"LINGIA TEA ESTATE","D-67","Darjeeling Hills","DARJEELING","SUKHIAPUKHRI","Public Ltd Co",220.39,141.63,"DTA","P.O. GHOOM, DIST. DARJEELING, (W.B.)-734102",,,"SYCOTTA TEA CO. PVT. LTD.","SYCOTTA TEA CO. PVT. LTD., 2,N.C.DUTTA SARANI, SAGAR, ESTATE,KOLKATA-1","03322434979","03322437923","chamong@snosline.com","MR.A.K.LOHIA","SYCOTTA TEA CO. PVT. LTD., 2,N.C.DUTTA SARANI, SAGAR, ESTATE,KOLKATA-1","9331262137","chamong@snosline.com","Kolkata"
191,"MARYBONG TEA GARDEN","B 39","Darjeeling Hills","DARJEELING","SUKHIAPUKHRI","Public Ltd Co",395.08,284.52,"DTA","POST-GUMBA DARJEELING",,,"DUNCANS INDUSTRIES LIMITED","31, N.S.ROAD, KOLKATA-1","","","skdeb@duncans-tea.com","MR.BISWAJEET DUTTA","31, N.S.ROAD, KOLKATA-1","","skdeb@duncans-tea.com","Kolkata"
192,"MIM","M-23","Darjeeling Hills","DARJEELING","SUKHIAPUKHRI","Public Sector",389.65,187.65,"DTA","P.0.SUKHIAPOKHRI,DIST., DARJEELING,WEST BENGAL",,,"ANDREW YULE & COMPANY LIMITED","8,RAJENDRA PRASAD SARANI,, KOLKATTA-700001","03322428210","03322434741","ce.tea@andrewyule.com","SUNIL MUNSHI","8,RAJENDRA PRASAD SARANI,, KOLKATTA-700001","9890019050","ce.tea@andrewyule.com","Kolkata"
193,"NAGRI","2411","Darjeeling Hills","DARJEELING","SUKHIAPUKHRI","Proprietorship",575.21,321.64,"TRA","PO-NAGRISPUR ,DIST -, DARJEELING,WB",,,"DARJEELING ORGANIC TEA","ESTATES PVT. LTD., 20 COAL BERTH HOBOKEN ROAD, ROAD,K, KOLKATA-88","033-24391668","03324391927","","SP BANSAL","20 COAL BERTH HOBOKEN, OLKATA 88","033-24391668","","Kolkata"
194,"NAGRIFARM TEA ESTATE","D/69","Darjeeling Hills","DARJEELING","SUKHIAPUKHRI","Proprietorship",570.31,285.66,"DTA","P.O : NAGRISPUR, DIST.DARJEELING, PIN-734215",,,"SRI ASHOK KUMAR LOHIA & SRI","K.K.TIBERIWAL, NAGRIFARM TEA CO. LTD., N.C, DUTTA SARANI SAGAR, ESTATE,5TH FLOOR,UNIT-, 1,KOLKATA,WEST BENGAL.","033-30936400","033-30936433","garden@chamong.com","N.A","N.A","","","Kolkata"
195,"OKAYTI","2416","Darjeeling Hills","DARJEELING","SUKHIAPUKHRI","Public Ltd Co",422.34,213.32,"DTA","PO-OKAYTI,DIST-DARJEELING",,,"OKAYTI TEA COMPANY LTD","29/13 BALIGANJ PARK,KOL-19","03330284444","03330232274","sales@okayti.com","SRI ANTRIKSH KUMBAT","29/13 BALIGANJ PARK,KOL-19","9831190900","sales@okayti.com","Kolkata"
196,"PHUGURI TEA ESTATE","2314","Darjeeling Hills","DARJEELING","SUKHIAPUKHRI","Proprietorship",427.41,227.28,"DTA","PO. PHUGURI, MIRIK, DARJEELING",,,"S.S. BAGARIA","12C,LORD SINHA ROAD,KOLKATA-, 71","0334014000","03322824145","tea@bagariagroup.com","S.S.BAGARIA","12C,LORD SINHA ROAD,KOLKATA-, 71","0334014000","tea@bagariagroup.com","Kolkata"
197,"PUSSIMBING TEA ESTATE","2347","Darjeeling Hills","DARJEELING","SUKHIAPUKHRI","Public Ltd Co",389.6,201.19,"DTA","P.O:GHOOM, DIST.DARJEELING, WEST BENGAL",,,"SHRI ASHOK KUMAR LOHIA","2,N.C.DUTTA SARANI, SAGAR ESTATE, KOLKATA","033-30936401","033-22437923","garden@chamong.com","SHRI ASHOK KUMAR LOHIA","2,N.C.DUTTA SARANI, SAGAR ESTATE, KOLKATA","9331262137","garden@chamong.com","Kolkata"
198,"SEEYOK","2357","Darjeeling Hills","DARJEELING","SUKHIAPUKHRI","Public Ltd Co",406.8,154.01,"DTA","POST MIRIK,DIST DARJEELING",,,"SEEYOK TEA COMPANY LTD","30 JL ROAD,KOLKATA 16","03322299147","033-22496879","promoters@vsnl.net","K.C.AGARWAL","30 JL ROAD,KOLKATA 16","03322299147","promoters@vsnl.net","Kolkata"
199,"SELIMBONG TEA ESTATE","2431","Darjeeling Hills","DARJEELING","SUKHIAPUKHRI","Proprietorship",307.7,153.35,"TRA","P.O. POKHRIABONG DIST., DARJEELING WEST BENGAL",,,"BRIJ MOHAN","30 JL ROAD KOLKATA","03322299147","03322496879","teapromoters@vsnl.net","KC AGGARWAL","30 JL ROAD KOLKATA","03322299147","teapromoters@vsnl.net","Kolkata"
200,"SINGBULLI TEA ESTATE","P-21","Darjeeling Hills","DARJEELING","SUKHIAPUKHRI","Public Ltd Co",824.19,302.72,"DTA","P.O. SOURENI,DIST: DARJEELING, (W.B.)",,,"JAYSHREE TEA & INDUSTRIES","LTD., JAYSHREE TEA & INDUSTRIES, LTD.10,CAMAC STREET ,KOLKATA, -700 017","03322827531","","dpm@jayshreetea.com","MR. D.P.MAHESWARI","JAYSHREE TEA & INDUSTRIES, LTD.10,CAMAC STREET ,KOLKATA, -700 017","03322827531","dpm@jayshreetea.com","Kolkata"
201,"SOURENEE T.E.","742","Darjeeling Hills","DARJEELING","SUKHIAPUKHRI","Public Ltd Co",136.78,95.55,"DTA","SOURENI BAZAR,PIN, 734227,DARJEELING",,,"SHRI J.P.CHOWDHARY","10TH FLOOR,PODDAR, POINT,1B,PARK STREET,KOLKATA","03322295543/49","03322260437","soureneetg@gmail.com","J.P.CHOWDHARY","10TH FLOOR,PODDAR, POINT,1B,PARK STREET,KOLKAT","03322295543/49","soureneetg@gmail.com","Kolkata"
202,"SUNGMA TEA ESTATE","2589","Darjeeling Hills","DARJEELING","SUKHIAPUKHRI","Public Ltd Co",251.45,136,"DTA","P.O. POKHRIABONG,PIN, 734216,DARJEELING,WEST BENGAL",,,"JAYSHREE TEA & INDUSTRIES","LTD., INDUSTRY HOUSE 10,CAMAC, STREET,KOLKATA-700017","03322827531","03322827535","","SHRI D.P. MAHESWARI","INDUSTRY HOUSE10,CAMAC, STREET,KOLKATA-17","09433027968","dpm@jayshreetea.com","Kolkata"
203,"THURBO TEA GARDEN","B44","Darjeeling Hills","DARJEELING","SUKHIAPUKHRI","Public Ltd Co",819.53,488.44,"ITA","P.O. MIRIK, DIST. DARJEELING",,,"GOODRICKE GROUP LIMITED","14.GURUSADAY ROAD,KOLKATA-, 29","03322873067","03322872577","goodricke@vsnl.com","MR. A.N. SINGH","14.GURUSADAY ROAD,KOLKATA-, 29","03322873067","goodricke@vsnl.com","Kolkata"
204,"BAGDOGRA TEA ESTATE","2427","Terai","DARJEELING","SILIGURI","Public Ltd Co",281.82,262.28,"TRA","P.O BAGDOGRA,DIST:DARJEELING, WEST BENGAL",,,"MR AJIT KUMAR AGARWALA","AGARWALA HOUSE 2ND MILE, SEVOKE ROAD SILIGURI","03532543857","03532542656","teraitea@gmail.com","MR V D DUA","AGARWALA HOUSE 2ND MILE, SEVOKE ROAD SILIGURI","03532543857","teraitea@gmail.com","Siliguri"
205,"COOCH BEHAR T.E","2169","Terai","DARJEELING","SILIGURI","Public Ltd Co",302.5,224.26,"TAI","P.O-FALAKATA, DIST-JALPAIGURI,, W.B, E-, Mail :koochbeharteagardenfkt@yahoo.co, m",,,"COOCH BEHAR TEA CO LTD","S.S.AGARWAL & SUMIT, AGARWAL, 50, J.L.NEHRU ROAD,, KOL-71","09830042800, 03330481313","033-30481301","snowviewecal@vsnl.net.in","S.S.AGARWAL & SUMIT AGARWAL","50, J.L.NEHRU ROAD, KOL-71","09830042800, 03330481313","","Kolkata"
206,"KAMALPUR","277","Terai","DARJEELING","SILIGURI","Partnership",81.05,65.91,"ITA","PO- BAGDOGRA, DIST, DARJEELING,WB",,,"RAJENDRA AGARWAL &","MAHENDRA AGARWAL, 63, SEVOKE ROAD, SILIGURI,WB","9434046537","","","RAJENDRA AGARWAL &","MAHENDRA AGARWAL, 63, SEVOKE ROAD, SILIGURI,WB","9434046537","","Siliguri"
207,"MARIONBARIE","2070","Terai","DARJEELING","SILIGURI","Public Ltd Co",421.89,329.05,"TAI","P.O. SILIGURI, DIST: DARJEELING 734, 401.",,,"JAYSHREE TEA & INDUSTRIES","LTD., INDUSTRY HOUSE, 15TH FLOOR,, 10, CAMAC STREET, KOLKATA -, 700 017.","033-22827531","033-22827535","dpm@jayshreetea.com","D.P. MAHESHWARI","INDUSTRY HOUSE, 15TH FLOOR,, 10, CAMAC STREET, KOLKATA -, 700 017.","033-22827531","dpm@jayshreetea.com","Kolkata"
208,"MATIGARA T E","136","Terai","DARJEELING","SILIGURI","Public Ltd Co",217.8,142.09,"TAI","MATIGARA DARJEELING",,,"MR RAJESH GARG","35,-734001 CHURCH ROAD, SILIGURI","0353-2522620","0353-2435283","","0","0","0","","Siliguri"
209,"MOHURGONG & GULMA TEA ESTATE 126/1712","","Terai","DARJEELING","SILIGURI","Proprietorship",1120.08,694.15,"TAI","MOHURGONG & GULMA TEA ESTATE, P.O: GULMA DIST: DARJEELING",,,"MOHURGONG &GULMA TEA","ESTATE, P-17, G.C AVENUE KOLKATA-13, slg@yahaoo.com","03322345760","033 22365890","slg@yahaoo.com","MR ADITYA PAL CHOUDHURY","P-17, G.C AVENUE KOLKATA-13, slg@yahaoo.com","033223457601","slg@yahaoo.com","Kolkata"
210,"NEW CHUMTA TEA ESTATE","R-72","Terai","DARJEELING","SILIGURI","Public Ltd Co",424.11,285.03,"TAI","P.O. NEW CHUMTA DIST., DARJEELING",,,"ROOPCHERA TEA CO. PVT. LTD.","MCLEOD HOUSE, 3 N.S. ROAD, KOL- 700 001","03322435223","","mail@ntcl.in","S. BAJORIA","MCLEOD HOUSE, 3 N.S. ROAD, KOL- 700 001","03322435223","mail@ntcl.in","Kolkata"
211,"NISCHINTAPUR TEA ESTATE","224","Terai","DARJEELING","SILIGURI","Public Ltd Co",255.46,167.21,"TRA","NISCHINTAPUR TEA ESTATE P.O& PS:, MATIGARA -734010",,,"MR GOVIND GARG","15, COLLEGE STREET, 1ST, FLOOR , KOLKATA 700012","033 22570577","033 22198619","longview07@gmail.com","MR GOVIND GARG","15, COLLEGE STREET, 1ST, FLOOR , KOLKATA 700012","033 22570577","longview07@gmail.com","Kolkata"
212,"PUTINBARI TEA ESTATE","2329","Terai","DARJEELING","SILIGURI","Proprietorship",215.55,159.36,"TRA","PO-MATIGARA,DIST-, DARJEELING,WEST BENGAL",,,"PUTINBARI TEA ASSOCIATION LTD","M/S PUTINBARI TEA ASS LTD,24 N M, S BOSE ROAD KOL-01","03322307689/22303098","03322303098","putinbareetea@gmail.com","PUTINBARI TEA ASSOCIATION","LTD, /S PUTINBARI TEA ASS LTD,24 N, S BOSE ROAD KOL-01","03322307689/22303098","putinbareetea@gmail.com","Kolkata"
213,"SIMULBARIE","2277","Terai","DARJEELING","SILIGURI","Public Ltd Co",529.55,394.34,"ITPA","P.O SIMULBARIE, DIST, DARJEELING,WEST BENGAL",,,"SIMULBARIE TEA CO. (P) LTD.","71, GANESH CHANDRA AVENUE,, KOLKATA 700 013","0353-2530681/0681","0353-2543065","madanparashar@yahoo.com","MADAN MOHAN SHARMA","71, GANESH CHANDRA AVENUE,, KOLKATA 700 013, 2530681/0681/9434077919","0353-","slg_bansal@sancharnet.com","Kolkata"
214,"SUKNA","34","Terai","DARJEELING","SILIGURI","Public Ltd Co",358.04,282.63,"ITPA","PO GULMA,DIST DARJEELING, WEST, BENGAL",,,"SUKNA TEA & INDUSTRIES LTD","2/5, SARAT BOSE ROAD, FLAT NO., 2/B, 2ND FLOOR, KOLKATA 700, 020","03324751023","03324751023","suknatea@hotmail.com","S.K. KALYANI","2/5, SARAT BOSE ROAD, FLAT NO., 2/B, 2ND FLOOR, KOLKATA 700, 020","9903938951","suknatea@hotmail.com","Kolkata"
215,"BARADIGHI T.E","N-12","Dooars","JALPAIGURI","MAINAGURI","Public Ltd Co",861.47,556.01,"ITA","BARADIGHI T.E P.O: CHALSA, DIST:, JALPAIGURI",,,"RYDAK SYNDICATE LIMITED","4, DR. RAJENDRA PRASAD, SARANI, KOLKATA-700001","","03322307555","rydak@vsnl.net","MR. R MACWAN","4, DR. RAJENDRA PRASAD, SARANI, KOLKATA-700001","03322304351","rydak@vsnl.net","Kolkata"
216,"BUDS TEA ESTATE","3901","Dooars","JALPAIGURI","MAINAGURI","Public Ltd Co",20.74,20.74,"ITPA","P.O-RAJGANJ, DIST-JALPAIGURI, W.B",,,"BUDS TEA INDUSTRIES","NEHRU ROAD, SILIGURI","0353-2503755","0353-2435907","budstea@gmail.com","SUBRATA SAHA/DEBABRATA","SAGA, NEHRU ROAD, SILIGURI","98320-63395","budstea@gmail.com","Siliguri"
217,"JADABPUR TEA GARDEN","168","Dooars","JALPAIGURI","MAINAGURI","Public Ltd Co",278.13,141.87,"ITPA","P.O-RAMSHAI, DIST-JALPAIGURI, W.B",,,"JADABPUR TEA CO LTD","3A, HARE STREET, KOL-1","033-22317311","033-22317311","ramshaitea@rediffmail.com","L.N.GUPTA","3A, HARE STREET, KOL-1","033-22317311","ramshaitea@rediffmail.com","Kolkata"
218,"NOWERA NUDDY TEA ESTATE","A-7","Dooars","JALPAIGURI","MAINAGURI","Public Ltd Co",553.03,257.8,"TRA","P.O: NEORA(MAL) DIST: JALPAIGURI, @amalgamated .in",,,"AMALGAMATED PLANTATIONS","PRIVATE LIMITED, AMALGAMATED PLANTATIONS, PVT LTD GS ROAD DISPUR POST, BOX NO: 9 CHRISTIAN BUSTY, GUWAHATI 700851, @amalgamated .in","03616115000","","","MR. DIPAK ATAL","AMALGAMATED PLANTATIONS, PVT LTD GS ROAD DISPUR POST, BOX NO: 9 CHRISTIAN BUSTY, GUWAHATI 700851, @amalgamated .in","09435092643","","Assam"
219,"SONAR BANGLA TEA CO (P) LTD","4137","Dooars","JALPAIGURI","MAINAGURI","Public Ltd Co",59.24,42.51,"ITPA","VILL-SHALBARI, P.O-JALPESH, DIST-, JALPAIGURI, W.B",,,"SONAR BANGLA TEA CO (P) LTD","VILL-SHALBARI, P.O-JALPESH,, DIST-JALPAIGURI, W.B","9434039248","9434039248","","SANJOY AGARWALLA","VILL-SHALBARI, P.O-JALPESH,, DIST-JALPAIGURI, W.B","9434039248","","Jalpaiguri"
220,"TRISAKTI TEA ESTATE","3969","Dooars","JALPAIGURI","MAINAGURI","Public Ltd Co",61.45,56.83,"ITPA","P.O-PANBARI, DIST-JALPAIGURI, W.B",,,"TRISAKTI TEA CO (P) LTD","18/1, GARIAHAT ROAD, KOL-19","9732660435","033-24602870","","SAIBAL GANGULY","18/1, GARIAHAT ROAD, KOL-19","9732660435","","Kolkata"
221,"BARUAPARA TEA ESTATE","3601","Terai","JALPAIGURI","RAJGANJ","Public Ltd Co",46.57,46.57,"ITPA","P.O-CHAULHATI, DIST-JALPAIGURI,, W.B",,,"KUKURJAN AGRO PRODUCT PVT LTD","MERCHANT ROAD, JALPAIGURI","03561-230577","9002680366","","RAJENDRA KR. GOYAL","MERCHANT ROAD, JALPAIGURI","03561-230577","","Jalpaiguri"
222,"BHANDAPUR TEA ESTATE","1614","Terai","JALPAIGURI","RAJGANJ","Public Ltd Co",208.55,120.13,"ITA","P.O-SHIKARPUR, DIST-, JALPAIGURI,W.B",,,"SHIKARPUR & BHANDAPUR TEA","ESTATES PVT LTD, SEVOKE ROAD, SILIGURI, E-, Mail :shikarpurteaestate@gmail.com","9434048605","9932926320","shikarpurteaestate@gmail.com","NARENDRA BERLIA","SEVOKE ROAD, SILIGURI, E-, Mail :shikarpurteaestate@gmail.com","9434048605","shikarpurteaestate@gmail.com","Siliguri"
223,"BHANDIGURI","30","Terai","JALPAIGURI","RAJGANJ","Public Ltd Co",392.36,320.19,"ITPA","P.O-BPN BAS, DIST-JALPAIGURI, W.B",,,"ARUN KUMAR MUNDRA","P.O- RAIKATPARA, DIST-, JALPAIGURI, W.B","03561-230154","03561-230154","goowill_154@yahoo.co.in","AMITAVA SENGUPTA","BHANDIGURI BHAWAN,, BABUPARA, P.O+DIST-, JALPAIGURI, W.B","03561-230154","goowill_154@yahoo.co.in","Jalpaiguri"
224,"BHARDESHWAR TEA PLANTATION","3674","Terai","JALPAIGURI","RAJGANJ","Public Ltd Co",109.31,106,"ITPA","CO. (P) LTD*, SANSASI PARA, P.O-RAJGANJ, DIST-, JALPAIGURI, W.B",,,"PARTHA PRATIM PAUL","P.O-PRASAHNNAGAR, DIST-, JALPAIGURI, W.B","94340-16766","03561-2402789","","PARTHA PRATIM PAUL","P.O-PRASAHNNAGAR, DIST-, JALPAIGURI, W.B","94340-16766","","Jalpaiguri"
